flybase_transcript_id	pfam	pfam_start	pfam_end
FBtr0301622	PF00439	1603	1680
FBtr0301622	PF09247	8	75
FBtr0301622	PF12157	609	1071
FBtr0301622	PF15288	1345	1375
FBtr0301623	PF01981	73	186
FBtr0301640	PF05281	45	275
FBtr0301768	PF05835	2	133
FBtr0301769	PF05835	2	132
FBtr0301770	PF05835	2	129
FBtr0301771	PF05835	2	132
FBtr0301772	PF05835	2	133
FBtr0301809	NA	NA	NA
FBtr0301810	PF13499	16	72
FBtr0301810	PF13499	81	139
FBtr0301812	PF04418	10	68
FBtr0301942	PF02140	267	349
FBtr0301947	PF00270	161	332
FBtr0301947	PF00271	373	480
FBtr0302090	PF00566	748	959
FBtr0302090	PF11830	649	687
FBtr0302091	PF00566	941	1152
FBtr0302091	PF11830	842	880
FBtr0302092	PF00566	775	986
FBtr0302092	PF11830	676	714
FBtr0302183	PF07651	24	297
FBtr0302184	PF07651	24	297
FBtr0302305	PF15973	51	141
FBtr0302338	PF14786	27	172
FBtr0302339	PF10272	17	386
FBtr0302383	PF00096	307	329
FBtr0302383	PF07776	9	85
FBtr0302597	PF00270	164	335
FBtr0302597	PF00271	376	483
FBtr0302613	PF05010	26	236
FBtr0302614	PF05010	1008	1218
FBtr0302615	PF05010	994	1204
FBtr0302616	PF05010	1103	1313
FBtr0302724	PF13913	226	247
FBtr0302724	PF13913	345	366
FBtr0302725	PF13913	226	247
FBtr0302725	PF13913	345	366
FBtr0302726	PF13913	30	51
FBtr0302726	PF13913	149	170
FBtr0302727	PF13913	255	276
FBtr0302727	PF13913	374	395
FBtr0302846	PF01380	325	452
FBtr0302846	PF01380	496	625
FBtr0302846	PF13522	28	133
FBtr0302847	PF01380	175	302
FBtr0302847	PF01380	346	475
FBtr0302848	PF01380	364	491
FBtr0302848	PF01380	535	664
FBtr0302848	PF13522	79	184
FBtr0302849	PF01380	347	474
FBtr0302849	PF01380	518	647
FBtr0302849	PF13522	79	184
FBtr0302850	PF01380	376	503
FBtr0302850	PF01380	547	676
FBtr0302850	PF13522	79	184
FBtr0302937	PF07898	42	160
FBtr0303013	PF00397	114	142
FBtr0303013	PF00397	296	322
FBtr0303013	PF00397	441	468
FBtr0303013	PF01846	590	634
FBtr0303013	PF01846	653	701
FBtr0303013	PF01846	720	768
FBtr0303013	PF01846	930	977
FBtr0303013	PF01846	984	1029
FBtr0303013	PF01846	1041	1095
FBtr0303014	PF00397	114	142
FBtr0303014	PF00397	296	322
FBtr0303014	PF00397	441	468
FBtr0303014	PF01846	590	634
FBtr0303014	PF01846	653	701
FBtr0303015	PF00397	114	142
FBtr0303015	PF00397	296	322
FBtr0303015	PF00397	441	468
FBtr0303015	PF01846	590	634
FBtr0303017	PF00397	114	142
FBtr0303017	PF00397	296	322
FBtr0303017	PF00397	441	468
FBtr0303017	PF01846	590	634
FBtr0303017	PF01846	653	701
FBtr0303165	PF13913	226	247
FBtr0303165	PF13913	345	366
FBtr0303197	NA	NA	NA
FBtr0303218	PF01607	190	243
FBtr0303219	PF01607	112	164
FBtr0303649	NA	NA	NA
FBtr0303787	PF08123	121	323
FBtr0303788	PF08123	121	323
FBtr0303789	PF08123	121	323
FBtr0303790	PF08123	121	323
FBtr0303866	NA	NA	NA
FBtr0303867	PF00211	1103	1285
FBtr0303867	PF07714	788	1034
FBtr0303911	PF00632	2815	3140
FBtr0303911	PF02825	1409	1473
FBtr0303912	PF00632	2412	2737
FBtr0303912	PF02825	1006	1070
FBtr0303914	PF00632	2605	2930
FBtr0303914	PF02825	1199	1263
FBtr0303915	PF00632	2814	3139
FBtr0303915	PF02825	1408	1472
FBtr0303917	PF00632	2412	2737
FBtr0303917	PF02825	1006	1070
FBtr0303994	NA	NA	NA
FBtr0304794	PF00626	640	726
FBtr0304794	PF04810	58	98
FBtr0304794	PF04811	127	398
FBtr0304794	PF04815	526	624
FBtr0304794	PF08033	409	512
FBtr0304903	PF00439	1527	1604
FBtr0304903	PF00439	1646	1723
FBtr0304903	PF09247	8	75
FBtr0304903	PF12157	652	1114
FBtr0304903	PF15288	1388	1418
FBtr0305000	NA	NA	NA
FBtr0305001	PF07200	18	156
FBtr0305002	PF07200	18	156
FBtr0305133	PF01431	568	773
FBtr0305133	PF05649	106	507
FBtr0305153	PF07651	24	297
FBtr0305154	PF07651	24	297
FBtr0305155	PF07651	24	297
FBtr0305279	NA	NA	NA
FBtr0305312	PF05669	20	112
FBtr0305313	PF00858	39	552
FBtr0305315	NA	NA	NA
FBtr0305316	PF09743	7	280
FBtr0305954	PF00083	86	483
FBtr0305962	NA	NA	NA
FBtr0305963	PF06585	2	180
FBtr0305964	PF06585	9	246
FBtr0305965	PF06585	11	245
FBtr0306022	NA	NA	NA
FBtr0306106	PF00179	8	144
FBtr0306153	PF03096	1	232
FBtr0306343	PF01151	28	265
FBtr0306344	PF01151	28	264
FBtr0306654	PF05010	1006	1216
FBtr0306694	PF01476	329	371
FBtr0306694	PF07534	1208	1343
FBtr0306695	PF01476	165	207
FBtr0306695	PF07534	1044	1179
FBtr0308035	PF00046	88	142
FBtr0308037	NA	NA	NA
FBtr0308038	NA	NA	NA
FBtr0308039	NA	NA	NA
FBtr0308118	NA	NA	NA
FBtr0308119	NA	NA	NA
FBtr0308120	NA	NA	NA
FBtr0308316	PF00001	103	373
FBtr0308317	PF00001	103	373
FBtr0308318	PF00001	103	373
FBtr0308580	PF01476	104	146
FBtr0308580	PF07534	991	1126
FBtr0308581	PF07534	1022	1157
FBtr0308807	NA	NA	NA
FBtr0308808	NA	NA	NA
FBtr0308809	NA	NA	NA
FBtr0308820	PF06911	325	509
FBtr0308849	PF15949	48	153
FBtr0308850	PF15949	48	153
FBtr0308851	PF15949	48	153
FBtr0308852	PF15949	48	153
FBtr0308853	PF00412	820	880
FBtr0308854	NA	NA	NA
FBtr0308855	PF00412	1464	1524
FBtr0308855	PF15949	48	153
FBtr0308856	PF15949	48	153
FBtr0308857	PF15949	48	153
FBtr0308858	PF15949	48	153
FBtr0308953	PF00169	44	154
FBtr0309091	PF00626	640	726
FBtr0309091	PF04810	58	98
FBtr0309091	PF04811	127	398
FBtr0309091	PF04815	526	624
FBtr0309091	PF08033	409	512
FBtr0309256	PF00626	81	163
FBtr0309256	PF00626	202	267
FBtr0309256	PF00626	330	398
FBtr0309256	PF00626	586	653
FBtr0309256	PF00626	692	766
FBtr0309257	PF00626	69	151
FBtr0309257	PF00626	190	255
FBtr0309257	PF00626	318	386
FBtr0309257	PF00626	574	641
FBtr0309257	PF00626	680	754
FBtr0309258	PF00089	150	386
FBtr0309312	PF00240	169	234
FBtr0309312	PF16455	38	141
FBtr0309318	PF01400	148	344
FBtr0309319	PF00270	161	332
FBtr0309319	PF00271	373	450
FBtr0309320	PF00270	161	332
FBtr0309320	PF00271	373	451
FBtr0309321	PF00270	161	332
FBtr0309321	PF00271	373	451
FBtr0309322	PF00270	161	332
FBtr0309322	PF00271	373	451
FBtr0309511	PF01990	13	112
FBtr0309512	PF01990	13	112
FBtr0310266	PF00626	640	726
FBtr0310266	PF04810	58	98
FBtr0310266	PF04811	127	398
FBtr0310266	PF04815	526	624
FBtr0310266	PF08033	409	512
FBtr0310413	PF07898	90	268
FBtr0310414	PF07898	50	221
FBtr0310506	PF05835	1	65
FBtr0310614	PF05835	4	115
FBtr0330026	PF00069	591	657
FBtr0330026	PF00069	874	1067
FBtr0330027	PF00069	580	646
FBtr0330027	PF00069	863	1056
FBtr0330191	PF00096	307	329
FBtr0330191	PF07776	9	85
FBtr0330192	PF02257	309	384
FBtr0330193	PF02257	309	384
FBtr0330314	PF00626	640	726
FBtr0330314	PF04810	58	98
FBtr0330314	PF04811	127	398
FBtr0330314	PF04815	526	624
FBtr0330314	PF08033	409	512
FBtr0330315	PF00249	352	396
FBtr0330315	PF00320	459	496
FBtr0330315	PF01426	4	50
FBtr0330315	PF01426	165	229
FBtr0330315	PF01448	232	284
FBtr0330315	PF17226	589	670
FBtr0330367	NA	NA	NA
FBtr0332159	NA	NA	NA
FBtr0332160	NA	NA	NA
FBtr0332175	PF00096	28	51
FBtr0332176	PF00096	28	51
FBtr0332428	NA	NA	NA
FBtr0332445	PF05010	1103	1313
FBtr0332446	PF05010	1006	1216
FBtr0332449	NA	NA	NA
FBtr0332536	PF00083	36	430
FBtr0332537	PF00083	36	212
FBtr0333189	NA	NA	NA
FBtr0333278	PF05889	60	455
FBtr0333279	NA	NA	NA
FBtr0333326	PF03828	458	525
FBtr0333695	PF07534	735	870
FBtr0333810	PF00240	169	234
FBtr0333810	PF16455	38	141
FBtr0333922	PF01431	557	762
FBtr0333922	PF05649	106	496
FBtr0334274	PF13640	108	199
FBtr0334275	PF13640	155	246
FBtr0334276	PF01753	30	67
FBtr0334276	PF13640	308	399
FBtr0334322	PF08123	121	323
FBtr0334536	PF07898	162	355
FBtr0334537	PF07898	162	355
FBtr0334538	PF07898	162	355
FBtr0334539	PF00069	430	681
FBtr0334539	PF00786	83	138
FBtr0334540	PF00069	566	817
FBtr0334540	PF00786	83	138
FBtr0334541	PF00069	566	817
FBtr0334541	PF00786	83	138
FBtr0334542	PF00069	566	817
FBtr0334542	PF00786	83	138
FBtr0334543	PF00069	566	817
FBtr0334543	PF00786	83	138
FBtr0334544	PF00069	430	681
FBtr0334544	PF00786	83	138
FBtr0334545	PF00397	114	142
FBtr0334545	PF00397	296	322
FBtr0334545	PF00397	441	468
FBtr0334545	PF01846	590	634
FBtr0334545	PF01846	653	701
FBtr0334545	PF01846	720	768
FBtr0334545	PF01846	930	977
FBtr0334545	PF01846	984	1029
FBtr0334545	PF01846	1041	1095
FBtr0334667	NA	NA	NA
FBtr0334668	NA	NA	NA
FBtr0334669	NA	NA	NA
FBtr0334670	PF00010	87	138
FBtr0334671	PF00043	937	999
FBtr0334671	PF02798	811	883
FBtr0334671	PF04500	18	87
FBtr0334671	PF04500	164	229
FBtr0334671	PF04500	365	432
FBtr0334671	PF04500	597	663
FBtr0334672	PF13831	73	108
FBtr0334672	PF13832	117	233
FBtr0334673	PF13831	20	55
FBtr0334673	PF13832	64	180
FBtr0334674	NA	NA	NA
FBtr0334675	NA	NA	NA
FBtr0334676	NA	NA	NA
FBtr0334677	PF13831	73	108
FBtr0334677	PF13832	117	233
FBtr0334742	PF00071	96	265
FBtr0334866	PF07898	183	261
FBtr0334884	PF00041	1067	1138
FBtr0334885	PF00041	1412	1483
FBtr0334886	PF07651	24	286
FBtr0334887	PF07651	24	297
FBtr0334888	PF07651	24	286
FBtr0334889	NA	NA	NA
FBtr0334899	PF03985	27	425
FBtr0334900	NA	NA	NA
FBtr0334901	NA	NA	NA
FBtr0334902	PF00632	2411	2736
FBtr0334902	PF02825	1005	1069
FBtr0334903	PF00632	2604	2929
FBtr0334903	PF02825	1198	1262
FBtr0334904	PF04005	1	276
FBtr0334905	NA	NA	NA
FBtr0334907	PF08737	92	170
FBtr0334907	PF08737	212	388
FBtr0334908	NA	NA	NA
FBtr0334909	PF00004	362	495
FBtr0334909	PF09336	568	603
FBtr0334909	PF17862	517	552
FBtr0334910	PF00498	69	132
FBtr0334910	PF00595	683	763
FBtr0334910	PF01843	473	570
FBtr0334911	PF00498	399	462
FBtr0334911	PF00595	913	993
FBtr0334911	PF00788	40	131
FBtr0334911	PF00788	258	347
FBtr0334911	PF01843	703	800
FBtr0334912	PF00498	399	462
FBtr0334912	PF00595	1013	1093
FBtr0334912	PF00788	40	131
FBtr0334912	PF00788	258	347
FBtr0334912	PF01843	803	900
FBtr0334913	PF00498	399	462
FBtr0334913	PF00595	1013	1093
FBtr0334913	PF00788	40	131
FBtr0334913	PF00788	258	347
FBtr0334913	PF01843	803	900
FBtr0334946	PF10377	966	1081
FBtr0334947	PF00566	887	1098
FBtr0334947	PF11830	788	826
FBtr0334948	PF00566	721	932
FBtr0334948	PF11830	622	660
FBtr0334950	PF03095	23	319
FBtr0334951	NA	NA	NA
FBtr0334952	NA	NA	NA
FBtr0334953	PF13499	106	173
FBtr0334964	PF07690	137	500
FBtr0334965	PF07690	338	700
FBtr0334966	PF07690	300	662
FBtr0335000	PF05434	91	180
FBtr0335201	PF01699	118	258
FBtr0335201	PF01699	464	613
FBtr0335202	PF01699	118	258
FBtr0335202	PF01699	464	613
FBtr0335203	PF01699	118	258
FBtr0335203	PF01699	464	613
FBtr0335214	NA	NA	NA
FBtr0335215	PF13561	13	252
FBtr0335239	PF00211	1103	1285
FBtr0335239	PF07714	788	1034
FBtr0335404	PF06585	9	251
FBtr0335429	PF01151	29	264
FBtr0335430	PF01151	29	264
FBtr0335431	PF01151	28	264
FBtr0335432	PF01151	28	292
FBtr0335518	PF00096	521	543
FBtr0335518	PF12874	252	271
FBtr0335519	PF13913	270	291
FBtr0335519	PF13913	389	410
FBtr0336453	PF07679	125	216
FBtr0336453	PF13927	227	310
FBtr0336454	PF02140	267	349
FBtr0336456	PF05669	18	110
FBtr0336457	PF13865	360	417
FBtr0336458	PF00076	918	973
FBtr0336462	PF02985	909	935
FBtr0336462	PF13513	373	427
FBtr0336462	PF18808	269	358
FBtr0336462	PF18829	772	868
FBtr0336480	NA	NA	NA
FBtr0336481	NA	NA	NA
FBtr0336482	PF05835	2	124
FBtr0336483	NA	NA	NA
FBtr0336484	NA	NA	NA
FBtr0336485	PF00168	306	411
FBtr0336485	PF00168	460	565
FBtr0336702	NA	NA	NA
FBtr0336703	NA	NA	NA
FBtr0336704	NA	NA	NA
FBtr0336705	PF00069	55	317
FBtr0336705	PF00226	1097	1143
FBtr0336705	PF10409	583	713
FBtr0336706	PF00069	57	309
FBtr0336706	PF00226	1101	1147
FBtr0336706	PF10409	575	705
FBtr0336707	PF00626	23	105
FBtr0336707	PF00626	144	209
FBtr0336707	PF00626	272	340
FBtr0336707	PF00626	528	595
FBtr0336707	PF00626	634	708
FBtr0336708	PF01145	3	172
FBtr0336709	PF03103	113	209
FBtr0336762	PF00628	247	292
FBtr0336762	PF13639	154	196
FBtr0336763	NA	NA	NA
FBtr0336769	PF02237	934	986
FBtr0336769	PF03099	750	867
FBtr0336769	PF09825	407	485
FBtr0336770	PF01585	753	796
FBtr0336771	NA	NA	NA
FBtr0336809	PF00169	1058	1150
FBtr0336809	PF00373	155	264
FBtr0336809	PF00621	662	825
FBtr0336809	PF08736	365	405
FBtr0336809	PF09379	73	134
FBtr0336809	PF09380	270	355
FBtr0336810	PF00373	155	264
FBtr0336810	PF08736	365	399
FBtr0336810	PF09379	73	134
FBtr0336810	PF09380	270	355
FBtr0336811	PF00169	1054	1146
FBtr0336811	PF00373	155	264
FBtr0336811	PF00621	658	821
FBtr0336811	PF08736	361	401
FBtr0336811	PF09379	73	134
FBtr0336811	PF09380	270	351
FBtr0336812	PF00373	155	264
FBtr0336812	PF08736	365	405
FBtr0336812	PF09379	73	134
FBtr0336812	PF09380	270	355
FBtr0337022	PF00764	7	404
FBtr0337023	PF13499	113	174
FBtr0337024	PF00042	57	157
FBtr0337025	NA	NA	NA
FBtr0339315	PF13927	350	437
FBtr0339316	NA	NA	NA
FBtr0339317	NA	NA	NA
FBtr0339320	PF00626	640	726
FBtr0339320	PF04810	58	98
FBtr0339320	PF04811	127	398
FBtr0339320	PF04815	526	624
FBtr0339320	PF08033	409	512
FBtr0339332	NA	NA	NA
FBtr0339333	NA	NA	NA
FBtr0339334	NA	NA	NA
FBtr0339395	PF00001	302	833
FBtr0339397	PF00001	302	834
FBtr0339518	NA	NA	NA
FBtr0339519	PF01135	9	201
FBtr0339551	PF00168	306	411
FBtr0339551	PF00168	460	565
FBtr0339552	PF12906	65	120
FBtr0339734	PF01585	73	115
FBtr0339734	PF13821	220	266
FBtr0339736	PF00069	30	305
FBtr0339932	PF00107	179	309
FBtr0339932	PF08240	29	138
FBtr0339972	PF00071	96	149
FBtr0339973	PF00069	24	279
FBtr0339974	PF02140	277	359
FBtr0343988	PF06859	191	299
FBtr0343989	PF06859	191	299
FBtr0344028	PF00632	2786	3111
FBtr0344028	PF02825	1380	1444
FBtr0344029	PF00632	2576	2901
FBtr0344029	PF02825	1170	1234
FBtr0344030	PF00632	2383	2708
FBtr0344030	PF02825	977	1041
FBtr0344116	PF13639	151	192
FBtr0344117	PF03908	135	226
FBtr0344215	PF04190	55	310
FBtr0344265	PF00520	2361	2681
FBtr0344265	PF01365	494	695
FBtr0344265	PF01365	1287	1434
FBtr0344265	PF02815	239	451
FBtr0344265	PF08454	2030	2137
FBtr0344265	PF08709	8	235
FBtr0344268	NA	NA	NA
FBtr0344269	NA	NA	NA
FBtr0344272	PF00130	368	418
FBtr0344272	PF07714	681	939
FBtr0344272	PF13543	33	166
FBtr0344273	PF00130	368	418
FBtr0344273	PF07714	681	939
FBtr0344273	PF13543	33	166
FBtr0344274	PF00130	368	418
FBtr0344274	PF07714	681	939
FBtr0344274	PF13543	33	166
FBtr0344293	PF00755	76	648
FBtr0344315	PF00112	120	334
FBtr0344315	PF08246	30	84
FBtr0344333	PF01753	30	67
FBtr0344333	PF13640	308	399
FBtr0344573	PF00023	456	484
FBtr0344573	PF00651	53	152
FBtr0344573	PF01363	1044	1104
FBtr0344573	PF12796	286	382
FBtr0344573	PF12796	495	590
FBtr0344573	PF12796	668	772
FBtr0344573	PF12796	849	937
FBtr0344635	NA	NA	NA
FBtr0344704	NA	NA	NA
FBtr0344740	PF12937	244	284
FBtr0344832	PF00650	106	250
FBtr0344948	PF10163	20	93
FBtr0345075	PF00397	114	142
FBtr0345075	PF00397	296	322
FBtr0345075	PF00397	441	468
FBtr0345075	PF01846	590	634
FBtr0345075	PF01846	653	701
FBtr0345076	PF00397	114	142
FBtr0345076	PF00397	296	322
FBtr0345076	PF00397	441	468
FBtr0345076	PF01846	590	634
FBtr0345076	PF01846	653	701
FBtr0345140	PF04153	440	564
FBtr0345141	NA	NA	NA
FBtr0345142	PF01151	29	264
FBtr0345143	PF07690	338	700
FBtr0345174	PF00132	269	302
FBtr0345174	PF00483	13	238
FBtr0345175	PF00132	269	302
FBtr0345175	PF00483	13	238
FBtr0345179	PF02466	13	122
FBtr0345249	PF05669	15	107
FBtr0345250	PF01395	44	145
FBtr0345251	PF01395	64	165
FBtr0345252	NA	NA	NA
FBtr0345253	PF02237	988	1040
FBtr0345253	PF03099	804	921
FBtr0345254	PF02237	940	992
FBtr0345254	PF03099	756	873
FBtr0345254	PF09825	407	485
FBtr0345257	PF00439	1484	1561
FBtr0345257	PF00439	1603	1680
FBtr0345257	PF09247	8	75
FBtr0345257	PF12157	609	1071
FBtr0345257	PF15288	1345	1375
FBtr0346136	PF07571	274	361
FBtr0346137	PF01991	18	216
FBtr0346140	PF01981	73	186
FBtr0346144	NA	NA	NA
FBtr0346145	PF03103	113	209
FBtr0346146	NA	NA	NA
FBtr0346344	PF07898	60	228
FBtr0346517	NA	NA	NA
FBtr0346646	PF01399	425	497
FBtr0346735	PF03099	72	170
FBtr0346967	PF00412	12	68
FBtr0346967	PF00412	120	177
FBtr0346967	PF00412	222	277
FBtr0346967	PF00412	325	381
FBtr0346967	PF00412	421	478
FBtr0347005	PF00755	52	624
FBtr0347006	NA	NA	NA
FBtr0347194	NA	NA	NA
FBtr0081534	NA	NA	NA
FBtr0081538	PF00091	3	213
FBtr0081538	PF03953	263	392
FBtr0081540	PF00135	34	546
FBtr0081541	PF00135	156	710
FBtr0081544	PF00135	32	541
FBtr0081545	PF00135	3	535
FBtr0081546	PF00135	9	515
FBtr0081547	PF00135	11	532
FBtr0081549	PF00135	40	550
FBtr0081550	PF00135	34	516
FBtr0081552	PF00179	6	142
FBtr0081553	PF00135	34	564
FBtr0081554	PF01027	141	357
FBtr0081559	PF08698	163	254
FBtr0081577	PF03942	20	208
FBtr0081578	PF00168	196	308
FBtr0081578	PF00168	346	456
FBtr0081580	PF00130	87	137
FBtr0081580	PF00620	161	304
FBtr0081581	PF00130	87	137
FBtr0081581	PF00620	161	304
FBtr0081582	NA	NA	NA
FBtr0081583	NA	NA	NA
FBtr0081584	PF03940	12	59
FBtr0081585	PF01582	824	923
FBtr0081586	NA	NA	NA
FBtr0081587	PF03940	2	44
FBtr0081588	PF03940	16	66
FBtr0081590	NA	NA	NA
FBtr0081591	PF00085	29	136
FBtr0081591	PF13848	167	352
FBtr0081596	PF00732	65	362
FBtr0081596	PF05199	456	599
FBtr0081597	PF01395	64	162
FBtr0081738	PF00153	88	206
FBtr0081738	PF00153	232	317
FBtr0081738	PF00153	324	424
FBtr0081739	PF16037	92	182
FBtr0081740	PF00089	138	385
FBtr0081740	PF12032	31	84
FBtr0081744	PF00339	5	157
FBtr0081744	PF02752	180	310
FBtr0081745	PF00339	5	148
FBtr0081745	PF02752	172	303
FBtr0081747	PF01243	60	135
FBtr0081747	PF10590	191	246
FBtr0081748	PF01243	51	126
FBtr0081748	PF10590	182	237
FBtr0081749	PF01243	66	141
FBtr0081752	PF00750	129	460
FBtr0081752	PF05746	474	594
FBtr0081753	PF00023	354	385
FBtr0081753	PF00520	558	810
FBtr0081753	PF12796	156	242
FBtr0081753	PF12796	255	351
FBtr0081753	PF12796	387	452
FBtr0081754	PF00023	354	385
FBtr0081754	PF00520	558	810
FBtr0081754	PF12796	156	242
FBtr0081754	PF12796	255	351
FBtr0081754	PF12796	387	452
FBtr0081755	PF00023	354	385
FBtr0081755	PF00520	558	810
FBtr0081755	PF12796	156	242
FBtr0081755	PF12796	255	351
FBtr0081755	PF12796	387	452
FBtr0081756	PF04658	55	213
FBtr0081757	PF00096	197	216
FBtr0081757	PF00096	222	243
FBtr0081757	PF00096	249	271
FBtr0081757	PF00096	378	399
FBtr0081757	PF07776	8	84
FBtr0081757	PF13894	349	370
FBtr0081758	PF00176	452	804
FBtr0081758	PF00271	891	1006
FBtr0081759	PF00751	41	86
FBtr0081759	PF08828	359	404
FBtr0081760	PF00751	41	86
FBtr0081760	PF08828	359	412
FBtr0081761	PF00751	41	86
FBtr0081761	PF08828	359	412
FBtr0081763	PF01687	7	131
FBtr0081764	PF13522	125	251
FBtr0081765	PF07774	709	914
FBtr0081766	PF00380	276	395
FBtr0081770	PF15501	22	141
FBtr0081770	PF15501	152	445
FBtr0081771	PF00339	5	150
FBtr0081771	PF02752	174	304
FBtr0081772	PF00339	5	153
FBtr0081773	PF00339	5	140
FBtr0081773	PF02752	165	294
FBtr0081775	PF00339	4	150
FBtr0081775	PF02752	175	305
FBtr0081777	PF00339	5	150
FBtr0081777	PF02752	175	306
FBtr0081779	PF16037	93	184
FBtr0081780	PF00795	75	352
FBtr0081783	NA	NA	NA
FBtr0081784	NA	NA	NA
FBtr0081785	NA	NA	NA
FBtr0081786	PF00249	229	273
FBtr0081786	PF00249	392	435
FBtr0081786	PF13921	287	350
FBtr0081787	PF12589	202	273
FBtr0081787	PF13649	55	130
FBtr0081788	PF11701	309	494
FBtr0081788	PF13432	18	84
FBtr0081789	PF00001	150	997
FBtr0081790	PF01425	62	509
FBtr0081792	PF00782	156	268
FBtr0081794	PF00025	13	179
FBtr0081795	PF13855	87	147
FBtr0081797	PF00817	20	197
FBtr0081797	PF11799	281	419
FBtr0081798	PF00817	20	197
FBtr0081798	PF11799	281	419
FBtr0081806	PF02845	174	209
FBtr0081807	PF00249	71	108
FBtr0081807	PF00569	10	50
FBtr0081808	PF00320	261	294
FBtr0081808	PF00320	321	354
FBtr0081815	PF06246	1	266
FBtr0081816	PF00226	28	89
FBtr0081817	NA	NA	NA
FBtr0081818	NA	NA	NA
FBtr0081820	NA	NA	NA
FBtr0081821	PF00708	59	146
FBtr0081822	PF00248	18	300
FBtr0081823	PF01151	28	264
FBtr0081824	PF00128	167	294
FBtr0081824	PF16028	45	123
FBtr0081827	PF00493	446	668
FBtr0081827	PF12619	38	160
FBtr0081827	PF14551	182	270
FBtr0081827	PF17207	279	405
FBtr0081827	PF17855	695	779
FBtr0081828	PF00010	256	307
FBtr0081829	NA	NA	NA
FBtr0081831	NA	NA	NA
FBtr0081832	PF00687	125	310
FBtr0081833	PF05335	45	225
FBtr0081834	PF00270	51	213
FBtr0081834	PF00271	252	360
FBtr0081835	PF04145	19	160
FBtr0081836	PF02949	78	379
FBtr0081837	NA	NA	NA
FBtr0081838	PF00025	3	175
FBtr0081839	NA	NA	NA
FBtr0081840	PF03571	144	696
FBtr0081841	PF03571	207	759
FBtr0081842	PF13868	94	442
FBtr0081843	PF10033	91	208
FBtr0081844	PF00412	8	62
FBtr0081844	PF00412	69	121
FBtr0081844	PF00412	133	194
FBtr0081844	PF00412	201	255
FBtr0081844	PF00412	260	313
FBtr0081845	PF00412	18	72
FBtr0081845	PF00412	79	131
FBtr0081845	PF00412	143	204
FBtr0081845	PF00412	211	265
FBtr0081845	PF00412	270	323
FBtr0081846	PF00412	21	75
FBtr0081846	PF00412	82	134
FBtr0081846	PF00412	146	207
FBtr0081846	PF00412	214	268
FBtr0081846	PF00412	273	326
FBtr0081853	PF00567	135	250
FBtr0081853	PF00567	477	586
FBtr0081853	PF01753	20	55
FBtr0081854	PF08645	165	328
FBtr0081854	PF13671	403	489
FBtr0081854	PF17913	23	118
FBtr0081855	NA	NA	NA
FBtr0081858	PF01040	96	339
FBtr0081859	PF05335	60	240
FBtr0081860	PF05335	105	283
FBtr0081861	PF00400	21	55
FBtr0081861	PF00400	67	101
FBtr0081861	PF00400	189	225
FBtr0081861	PF07676	109	130
FBtr0081862	PF04969	3	74
FBtr0081862	PF05002	97	176
FBtr0081863	PF03151	17	283
FBtr0081864	NA	NA	NA
FBtr0081865	NA	NA	NA
FBtr0081866	PF00270	31	213
FBtr0081866	PF00271	254	362
FBtr0081866	PF13959	413	471
FBtr0081867	PF01336	179	252
FBtr0081867	PF04057	6	106
FBtr0081867	PF08646	444	589
FBtr0081867	PF16900	289	387
FBtr0081869	PF15982	14	145
FBtr0081870	PF15982	15	145
FBtr0081871	PF15982	15	145
FBtr0081872	PF02949	84	400
FBtr0081873	PF09775	9	134
FBtr0081878	PF00076	12	80
FBtr0081879	PF09801	6	149
FBtr0081880	PF01593	49	556
FBtr0081881	PF00456	16	278
FBtr0081881	PF02779	318	481
FBtr0081881	PF02780	496	616
FBtr0081882	PF00456	16	278
FBtr0081882	PF02779	318	481
FBtr0081882	PF02780	496	616
FBtr0081883	PF00456	3	232
FBtr0081883	PF02779	272	435
FBtr0081883	PF02780	450	570
FBtr0081887	NA	NA	NA
FBtr0081888	PF00270	319	504
FBtr0081888	PF00271	539	654
FBtr0081890	PF01180	86	382
FBtr0081892	PF00069	123	387
FBtr0081893	PF00067	33	475
FBtr0081897	PF01084	75	123
FBtr0081898	PF00004	169	313
FBtr0081899	PF02949	64	377
FBtr0081900	PF02949	64	378
FBtr0081901	PF01245	96	184
FBtr0081902	PF01571	49	141
FBtr0081903	PF10170	43	142
FBtr0081905	PF09799	9	115
FBtr0081907	PF09799	22	128
FBtr0081908	NA	NA	NA
FBtr0081909	NA	NA	NA
FBtr0081910	NA	NA	NA
FBtr0081911	PF00096	267	289
FBtr0081911	PF07776	5	75
FBtr0081912	PF00096	251	273
FBtr0081912	PF00096	279	303
FBtr0081912	PF07776	5	76
FBtr0081912	PF12874	167	187
FBtr0081914	NA	NA	NA
FBtr0081915	NA	NA	NA
FBtr0081916	NA	NA	NA
FBtr0081917	NA	NA	NA
FBtr0081918	PF00118	32	521
FBtr0081919	PF02944	216	249
FBtr0081919	PF10545	21	113
FBtr0081920	NA	NA	NA
FBtr0081921	PF08427	428	656
FBtr0081922	PF08427	429	657
FBtr0081930	PF01592	26	150
FBtr0081931	PF15365	215	233
FBtr0081932	PF15365	215	233
FBtr0081934	PF13842	570	602
FBtr0081934	PF13843	141	490
FBtr0081940	NA	NA	NA
FBtr0081941	NA	NA	NA
FBtr0081942	PF00089	170	399
FBtr0081942	PF18322	87	145
