flybase_gene_id	external_gene_name	refseq_mrna
FBgn0035287	CG13937	NM_139416
FBgn0035287	CG13937	NM_001169854
FBgn0035287	CG13937	NM_167924
FBgn0035287	CG13937	NM_001274368
FBgn0035287	CG13937	NM_167923
FBgn0035287	CG13937	NM_001274369
FBgn0266070	lncRNA:CR44823	NA
FBgn0011290	Taf12	NM_001275550
FBgn0011290	Taf12	NM_079596
FBgn0011290	Taf12	NM_169421
FBgn0011290	Taf12	NM_169420
FBgn0262384	mir-1014	NA
FBgn0082998	snoRNA:Psi28S-1192d	NA
FBgn0035868	CG7194	NM_139946
FBgn0040907	mRpL33	NM_080242
FBgn0011723	byn	NM_079307
FBgn0011723	byn	NM_001274801
FBgn0052006	CG32006	NM_166734
FBgn0036680	Cpr73D	NM_001316452
FBgn0036680	Cpr73D	NM_001104157
FBgn0283626	lncRNA:CR46299	NA
FBgn0054005	CG34005	NM_001299630
FBgn0054005	CG34005	NM_001038868
FBgn0267816	lncRNA:CR46141	NA
FBgn0037747	Naa80	NM_001014612
FBgn0037747	Naa80	NM_141685
FBgn0037751	topi	NM_141688
FBgn0039486	CAH9	NM_143278
FBgn0259230	lectin-22C	NM_001144294
FBgn0053252	CG33252	NM_206771
FBgn0050375	CG30375	NM_165600
FBgn0039228	CG6980	NM_143032
FBgn0039073	CG4408	NM_142884
FBgn0039073	CG4408	NM_001300553
FBgn0027779	VhaSFD	NM_001273581
FBgn0027779	VhaSFD	NM_165178
FBgn0027779	VhaSFD	NM_165177
FBgn0027779	VhaSFD	NM_078861
FBgn0040256	Ugt35C1	NM_001104274
FBgn0263667	Lpt	NM_138003
FBgn0263667	Lpt	NM_001299863
FBgn0037888	scpr-B	NM_141804
FBgn0039404	CG14543	NM_143201
FBgn0264905	lncRNA:CR44096	NA
FBgn0263133	mEFG1	NM_135261
FBgn0029708	CG3556	NM_131936
FBgn0029708	CG3556	NM_001258600
FBgn0033480	mRpL42	NM_078949
FBgn0033480	mRpL42	NM_001201970
FBgn0038342	B9d1	NM_142213
FBgn0005674	GluProRS	NM_170103
FBgn0005674	GluProRS	NM_079747
FBgn0034822	RpL37b	NM_137913
FBgn0265791	lncRNA:CR44580	NA
FBgn0266229	lncRNA:CR44924	NA
FBgn0259842	Su(Ste):CR42411	NA
FBgn0011768	Fdh	NM_079586
FBgn0265625	CG44433	NM_001144230
FBgn0030344	Nrd1	NM_132529
FBgn0265449	lncRNA:CR44349	NA
FBgn0030520	Pdcd4	NM_132690
FBgn0030520	Pdcd4	NM_001103507
FBgn0030520	Pdcd4	NM_001272604
FBgn0030520	Pdcd4	NM_001272603
FBgn0005648	Pabp2	NM_165589
FBgn0005648	Pabp2	NM_057554
FBgn0017561	Ork1	NM_001298167
FBgn0017561	Ork1	NM_167259
FBgn0017561	Ork1	NM_001298168
FBgn0017561	Ork1	NM_078557
FBgn0037917	wkd	NM_141832
FBgn0037917	wkd	NM_169402
FBgn0265679	lncRNA:CR44486	NA
FBgn0086365	Orct2	NM_001275978
FBgn0086365	Orct2	NM_142981
FBgn0017567	ND-23	NM_079980
FBgn0035398	Cht7	NM_139511
FBgn0050257	tRNA:Thr-TGT-2-1	NA
FBgn0032549	CG4650	NM_135878
FBgn0032549	CG4650	NM_001299014
FBgn0004552	Akh	NM_079194
FBgn0053434	5SrRNA:CR33434	NA
FBgn0020412	JIL-1	NM_140175
FBgn0020412	JIL-1	NM_168439
FBgn0020412	JIL-1	NM_001274768
FBgn0039290	CG13654	NM_001300594
FBgn0039290	CG13654	NM_143093
FBgn0039290	CG13654	NM_001300593
FBgn0267208	asRNA:CR45648	NA
FBgn0051287	CG31287	NM_001300433
FBgn0051287	CG31287	NM_169708
FBgn0266798	asRNA:CR45260	NA
FBgn0036977	CG5665	NM_001259915
FBgn0036977	CG5665	NM_140956
FBgn0029959	Rab39	NM_001258639
FBgn0029959	Rab39	NM_132177
FBgn0015010	Ag5r	NM_080031
FBgn0015010	Ag5r	NM_001272618
FBgn0015010	Ag5r	NM_001258742
FBgn0085361	CG34332	NM_001103563
FBgn0030054	Caf1-180	NM_132267
FBgn0259857	Su(Ste):CR42426	NA
FBgn0053440	5SrRNA:CR33440	NA
FBgn0032420	CG6583	NM_135712
FBgn0038577	CG12321	NM_142428
FBgn0052240	CG32240	NM_168082
FBgn0003415	skd	NM_168880
FBgn0003415	skd	NM_079914
FBgn0003415	skd	NM_001275205
FBgn0003415	skd	NM_168879
FBgn0037720	CG8312	NM_001275498
FBgn0037720	CG8312	NM_176438
FBgn0037720	CG8312	NM_001275499
FBgn0037720	CG8312	NM_141661
FBgn0034623	CG9822	NM_137737
FBgn0264698	lncRNA:CR43967	NA
FBgn0038033	CG10097	NM_001032011
FBgn0038033	CG10097	NM_169464
FBgn0038033	CG10097	NM_001316536
FBgn0036101	NijA	NM_001274758
FBgn0036101	NijA	NM_206318
FBgn0036101	NijA	NM_140153
FBgn0036101	NijA	NM_206317
FBgn0001112	Gld	NM_058155
FBgn0001112	Gld	NM_001363924
FBgn0038344	obe	NM_142215
FBgn0024184	unc-4	NM_133014
FBgn0024184	unc-4	NM_001298461
FBgn0024184	unc-4	NM_001298460
FBgn0031264	CG11835	NM_001272907
FBgn0031264	CG11835	NM_001272906
FBgn0031264	CG11835	NM_001298620
FBgn0031264	CG11835	NM_134688
FBgn0052982	CG32982	NM_176002
FBgn0052982	CG32982	NM_001273349
FBgn0052982	CG32982	NM_001169445
FBgn0052982	CG32982	NM_176001
FBgn0052982	CG32982	NM_001273348
FBgn0052982	CG32982	NM_001201816
FBgn0052982	CG32982	NM_001042884
FBgn0037678	CG16749	NM_141624
FBgn0000108	Appl	NM_001258523
FBgn0000108	Appl	NM_057278
FBgn0000108	Appl	NM_001258521
FBgn0000108	Appl	NM_001258520
FBgn0000108	Appl	NM_001258519
FBgn0000108	Appl	NM_001258522
FBgn0010414	SerT	NA
FBgn0010414	SerT	NM_079122
FBgn0010414	SerT	NM_001299910
FBgn0050199	tRNA:Ala-CGC-1-2	NA
FBgn0083983	mRpL34	NM_001043087
FBgn0041194	Prat2	NM_168181
FBgn0041194	Prat2	NM_079225
FBgn0036334	CG11267	NM_140365
FBgn0267709	CG46042	NA
FBgn0260484	HIP	NM_130718
FBgn0264448	asRNA:CR43866	NA
FBgn0051072	Lerp	NM_170289
FBgn0051072	Lerp	NM_001276067
FBgn0051072	Lerp	NM_170288
FBgn0051072	Lerp	NM_170290
FBgn0013277	Hsp70Ba	NM_169469
FBgn0263582	lncRNA:CR43607	NA
FBgn0265627	CG44435	NM_001299656
FBgn0265627	CG44435	NM_001299657
FBgn0037718	P58IPK	NM_141659
FBgn0032335	CG14915	NM_135638
FBgn0031286	CG3862	NM_134706
FBgn0053117	Victoria	NM_176063
FBgn0031873	Gas41	NM_135242
FBgn0050109	CG30109	NM_166244
FBgn0039520	Gr98a	NM_143307
FBgn0264385	lncRNA:CR43837	NA
FBgn0015295	Shark	NM_080004
FBgn0286071	AdamTS-A	NM_206496
FBgn0286071	AdamTS-A	NM_169659
FBgn0286071	AdamTS-A	NM_001275675
FBgn0036040	CG6749	NM_140097
FBgn0266701	lncRNA:CR45191	NA
FBgn0034649	PIG-M	NM_166470
FBgn0034649	PIG-M	NM_137756
FBgn0023479	teq	NM_168315
FBgn0023479	teq	NM_140031
FBgn0023479	teq	NM_168314
FBgn0023479	teq	NM_001169922
FBgn0265197	CG44257	NM_001300445
FBgn0050015	CG30015	NM_136777
FBgn0050015	CG30015	NM_001103793
FBgn0050015	CG30015	NM_001103792
FBgn0050015	CG30015	NM_001273944
FBgn0050015	CG30015	NM_165802
FBgn0050015	CG30015	NM_001259330
FBgn0050015	CG30015	NM_001273945
FBgn0003002	opa	NM_079504
FBgn0003002	opa	NA
FBgn0066114	GlcAT-I	NM_167003
FBgn0037070	CG11309	NM_168896
FBgn0037070	CG11309	NM_001275220
FBgn0037070	CG11309	NM_141044
FBgn0037070	CG11309	NM_001275219
FBgn0037070	CG11309	NM_001275218
FBgn0037070	CG11309	NM_001300212
FBgn0032377	CG14937	NM_135674
FBgn0267180	asRNA:CR45620	NA
FBgn0027363	Stam	NM_058100
FBgn0031492	CG3542	NM_134894
FBgn0032598	ChLD3	NM_135962
FBgn0021875	Zfrp8	NM_138046
FBgn0021875	Zfrp8	NM_001299899
FBgn0036531	CG6244	NM_206377
FBgn0029552	CG14631	NM_130522
FBgn0267517	5.8SrRNA-Psi:CR45857	NA
FBgn0012000	tRNA:Val-CAC-2-3	NA
FBgn0086254	Akr1B	NM_168467
FBgn0086254	Akr1B	NM_001274788
FBgn0086254	Akr1B	NM_140227
FBgn0086254	Akr1B	NM_001274787
FBgn0040900	CG17777	NM_144253
FBgn0040900	CG17777	NM_001297879
FBgn0032020	strat	NM_135365
FBgn0264428	lncRNA:CR43846	NA
FBgn0032601	yellow-b	NM_078862
FBgn0032601	yellow-b	NM_001299058
FBgn0266399	lncRNA:CR45039	NA
FBgn0011863	tRNA:Gly-GCC-1-5	NA
FBgn0034660	Loxl2	NM_079082
FBgn0023521	CG3587	NM_130609
FBgn0032336	AstC	NM_078818
FBgn0032336	AstC	NM_001169477
FBgn0050074	Obp50d	NM_166053
FBgn0031143	CG1532	NM_134576
FBgn0031143	CG1532	NM_001298576
FBgn0085276	CG34247	NM_001104147
FBgn0041588	eIF2D	NM_058133
FBgn0037094	CG7611	NM_168917
FBgn0037094	CG7611	NM_001170018
FBgn0037094	CG7611	NM_141069
FBgn0037094	CG7611	NM_168916
FBgn0037094	CG7611	NM_168915
FBgn0037094	CG7611	NM_168919
FBgn0037094	CG7611	NM_168918
FBgn0037094	CG7611	NM_168914
FBgn0037094	CG7611	NM_168913
FBgn0031986	CG8673	NM_135338
FBgn0264941	lncRNA:CR44110	NA
FBgn0032721	CG10602	NM_136072
FBgn0032721	CG10602	NM_165269
FBgn0032721	CG10602	NM_165268
FBgn0039557	CG12259	NM_143338
FBgn0266157	lncRNA:CR44863	NA
FBgn0033502	CG12910	NM_136725
FBgn0033502	CG12910	NM_001273929
FBgn0033502	CG12910	NM_001273928
FBgn0053288	CG33288	NM_206414
FBgn0085491	CG34462	NM_001104078
FBgn0262191	mir-2497	NA
FBgn0051028	CG31028	NM_170473
FBgn0033673	CG8298	NM_165860
FBgn0033673	CG8298	NM_136874
FBgn0024293	Spn43Ab	NM_001032224
FBgn0266598	Kmn2	NM_001170075
FBgn0266598	Kmn2	NM_001170074
FBgn0036030	Prps	NM_001274712
FBgn0036030	Prps	NM_001300083
FBgn0036030	Prps	NM_001274711
FBgn0036030	Prps	NM_001274715
FBgn0036030	Prps	NM_140088
FBgn0036030	Prps	NM_001274714
FBgn0036030	Prps	NM_168360
FBgn0036030	Prps	NM_001300082
FBgn0036030	Prps	NM_001300081
FBgn0266777	lncRNA:CR45242	NA
FBgn0036299	Tsf2	NM_079320
FBgn0037424	Osi15	NM_141379
FBgn0030645	Alg14	NM_132803
FBgn0031876	Atac1	NM_135244
FBgn0037101	CG7634	NM_141075
FBgn0038725	CG6184	NM_142567
FBgn0038725	CG6184	NM_169870
FBgn0038725	CG6184	NM_169871
FBgn0035855	CG7366	NM_139932
FBgn0262560	wcd	NM_137277
FBgn0263757	Rpb4	NM_001014633
FBgn0052675	Tango5	NM_167242
FBgn0052675	Tango5	NM_167243
FBgn0052675	Tango5	NM_167244
FBgn0052675	Tango5	NM_001298157
FBgn0052675	Tango5	NM_001169245
FBgn0052675	Tango5	NM_001272501
FBgn0267488	Mcr	NM_079949
FBgn0035016	CG4612	NM_001259564
FBgn0035016	CG4612	NM_138080
FBgn0032262	CG7384	NM_135573
FBgn0267304	lncRNA:CR45740	NA
FBgn0035555	CG13720	NM_139656
FBgn0039277	Nepl16	NM_001104442
FBgn0263050	CG43345	NM_136252
FBgn0263050	CG43345	NM_001042907
FBgn0039302	Nup358	NM_001260373
FBgn0039302	Nup358	NM_143104
FBgn0031837	DIP-iota	NM_001103630
FBgn0033404	Or45a	NM_078942
FBgn0037199	EMC4	NM_141167
FBgn0037199	EMC4	NM_001316459
FBgn0028418	Lk	NM_080154
FBgn0284231	CG46315	NM_001347794
FBgn0284231	CG46315	NM_001347793
FBgn0283547	mir-9376	NA
FBgn0051755	SoYb	NM_001259030
FBgn0051755	SoYb	NM_135491
FBgn0039461	CG5500	NM_143254
FBgn0261974	snoRNA:Or-CD9b	NA
FBgn0030542	CG12481	NM_001038754
FBgn0037894	Ranbp9	NM_001300355
FBgn0037894	Ranbp9	NM_141811
FBgn0034406	Jheh3	NM_137543
FBgn0029676	HIP-R	NM_166988
FBgn0029676	HIP-R	NM_001014719
FBgn0029676	HIP-R	NM_166989
FBgn0031389	CG4259	NM_134801
FBgn0031389	CG4259	NM_001272975
FBgn0267480	asRNA:CR45830	NA
FBgn0031695	Cyp4ac3	NM_135074
FBgn0036066	CG14160	NM_140123
FBgn0261270	Sps1	NM_166045
FBgn0261270	Sps1	NM_166046
FBgn0050345	CG30345	NM_165656
FBgn0030151	CG1354	NM_167203
FBgn0030151	CG1354	NM_167202
FBgn0030151	CG1354	NM_167201
FBgn0030151	CG1354	NM_001369969
FBgn0030151	CG1354	NM_001272460
FBgn0030151	CG1354	NM_132352
FBgn0039799	CG15543	NM_001300688
FBgn0039799	CG15543	NM_143565
FBgn0035257	CG12011	NM_139389
FBgn0262290	mir-iab-8	NA
FBgn0039817	CG15553	NM_143584
FBgn0051224	CG31224	NM_001300468
FBgn0051224	CG31224	NM_001300467
FBgn0051224	CG31224	NM_169826
FBgn0032462	CG16800	NM_135750
FBgn0054008	CG34008	NM_001038973
FBgn0267915	lncRNA:CR46196	NA
FBgn0263335	lncRNA:CR43416	NA
FBgn0013276	Hsp70Ab	NM_080059
FBgn0039714	Zip99C	NM_170444
FBgn0039714	Zip99C	NM_170445
FBgn0039714	Zip99C	NM_001202386
FBgn0039714	Zip99C	NM_170443
FBgn0039714	Zip99C	NM_001202384
FBgn0039714	Zip99C	NM_001202385
FBgn0039714	Zip99C	NM_170442
FBgn0039714	Zip99C	NM_170441
FBgn0039714	Zip99C	NM_170440
FBgn0037832	Desi	NM_141759
FBgn0054054	CG34054	NM_001038851
FBgn0263409	lncRNA:CR43455	NA
FBgn0267303	lncRNA:CR45739	NA
FBgn0020503	CLIP-190	NM_001042901
FBgn0020503	CLIP-190	NM_001273598
FBgn0020503	CLIP-190	NM_001169526
FBgn0020503	CLIP-190	NM_001144362
FBgn0020503	CLIP-190	NM_165213
FBgn0020503	CLIP-190	NM_001273599
FBgn0020503	CLIP-190	NM_001299084
FBgn0020503	CLIP-190	NM_001169525
FBgn0020503	CLIP-190	NM_001144361
FBgn0020503	CLIP-190	NM_001042902
FBgn0020503	CLIP-190	NM_135991
FBgn0020503	CLIP-190	NM_001273597
FBgn0020503	CLIP-190	NM_165214
FBgn0020503	CLIP-190	NA
FBgn0020503	CLIP-190	NM_176058
FBgn0082925	snoRNA:Or-aca1	NA
FBgn0033020	COX4L	NM_136324
FBgn0033020	COX4L	NM_001273779
FBgn0030949	Cyp308a1	NM_133092
FBgn0033355	CG13748	NM_136586
FBgn0265728	lncRNA:CR44535	NA
FBgn0267627	lncRNA:CR45965	NA
FBgn0003977	vir	NM_080161
FBgn0037802	Sirt6	NM_141733
FBgn0023550	FarO	NM_143764
FBgn0053263	CG33263	NM_206350
FBgn0085362	Vml	NM_001103396
FBgn0085362	Vml	NM_001316644
FBgn0053642	CG33642	NM_001032086
FBgn0010263	Rbp9	NM_134297
FBgn0010263	Rbp9	NM_134299
FBgn0010263	Rbp9	NM_134300
FBgn0010263	Rbp9	NM_001298640
FBgn0010263	Rbp9	NM_057588
FBgn0010263	Rbp9	NM_001014462
FBgn0010263	Rbp9	NM_001273045
FBgn0010263	Rbp9	NM_057589
FBgn0010263	Rbp9	NM_134298
FBgn0262445	mir-133	NA
FBgn0032285	CG17108	NM_135595
FBgn0035144	Kah	NM_138196
FBgn0286889	lncRNA:CR46408	NA
FBgn0002855	Acp26Aa	NM_057296
FBgn0030257	SmydA-4	NM_001272507
FBgn0030257	SmydA-4	NM_167262
FBgn0030257	SmydA-4	NM_132447
FBgn0004781	Ccp84Ac	NM_141424
FBgn0000157	Dll	NM_079133
FBgn0000157	Dll	NM_001144287
FBgn0000157	Dll	NM_166689
FBgn0035924	CG6576	NM_139996
FBgn0267442	lncRNA:CR45792	NA
FBgn0037502	wa-cup	NM_141464
FBgn0051230	CG31230	NM_169830
FBgn0030830	CG5172	NM_206772
FBgn0030830	CG5172	NM_132976
FBgn0030174	CG15312	NM_001258674
FBgn0030174	CG15312	NM_167216
FBgn0030174	CG15312	NM_001258676
FBgn0030174	CG15312	NM_001258675
FBgn0030174	CG15312	NM_167215
FBgn0030174	CG15312	NM_132373
FBgn0039328	CHKov2	NM_143130
FBgn0053877	His4:CG33877	NM_001032191
FBgn0036850	Gem2	NM_140835
FBgn0036850	Gem2	NM_001275105
FBgn0267103	lncRNA:CR45543	NA
FBgn0262732	mbf1	NM_001275023
FBgn0262732	mbf1	NM_079386
FBgn0262732	mbf1	NM_001259867
FBgn0262732	mbf1	NM_001259866
FBgn0262732	mbf1	NM_168673
FBgn0038204	CG14357	NM_142079
FBgn0031089	CG9572	NM_001201747
FBgn0031089	CG9572	NM_134528
FBgn0031089	CG9572	NM_001201748
FBgn0262395	mir-12	NA
FBgn0035004	Pgam5-2	NM_138067
FBgn0266428	asRNA:CR43463	NA
FBgn0285912	mah	NM_143059
FBgn0051116	ClC-a	NM_169431
FBgn0051116	ClC-a	NM_001275558
FBgn0051116	ClC-a	NM_001170121
FBgn0051116	ClC-a	NM_001104281
FBgn0051116	ClC-a	NM_001104282
FBgn0051116	ClC-a	NM_176462
FBgn0051116	ClC-a	NM_169432
FBgn0263835	CR43697	NA
FBgn0028581	mei-217	NM_001031898
FBgn0266672	Sec8	NM_169098
FBgn0037292	plh	NM_141254
FBgn0053838	His2A:CG33838	NM_001032170
FBgn0027599	CG2790	NM_138142
FBgn0264911	CG44102	NM_001273776
FBgn0264911	CG44102	NM_001299209
FBgn0001170	H2.0	NM_078764
FBgn0036235	CG6938	NM_001274804
FBgn0036235	CG6938	NM_140278
FBgn0032086	CG17906	NM_135422
FBgn0034543	galla-1	NM_001299713
FBgn0034543	galla-1	NM_001299715
FBgn0034543	galla-1	NM_137665
FBgn0034543	galla-1	NM_001299714
FBgn0037117	CG11248	NM_001275257
FBgn0037117	CG11248	NM_141091
FBgn0037117	CG11248	NM_168934
FBgn0250830	CG12547	NM_001273775
FBgn0250830	CG12547	NM_001299207
FBgn0250830	CG12547	NM_001042995
FBgn0002735	E(spl)mgamma-HLH	NM_079780
FBgn0021795	Tapdelta	NM_001299386
FBgn0021795	Tapdelta	NM_136835
FBgn0017550	Rga	NM_079515
FBgn0017550	Rga	NM_169080
FBgn0017550	Rga	NM_001300254
FBgn0261439	SdhA	NM_166343
FBgn0261439	SdhA	NM_166344
FBgn0261439	SdhA	NM_057862
FBgn0040097	lectin-30A	NM_144378
FBgn0085351	inaF-A	NM_001103490
FBgn0266594	lncRNA:CR45119	NA
FBgn0052523	CG32523	NM_167738
FBgn0025790	TBPH	NM_166628
FBgn0025790	TBPH	NM_001169810
FBgn0025790	TBPH	NM_058052
FBgn0025790	TBPH	NM_134318
FBgn0025790	TBPH	NM_001169809
FBgn0025790	TBPH	NM_058051
FBgn0033777	CG17574	NA
FBgn0033777	CG17574	NM_136978
FBgn0033777	CG17574	NM_001259357
FBgn0033777	CG17574	NM_001259358
FBgn0033777	CG17574	NM_001103824
FBgn0033777	CG17574	NM_001259356
FBgn0033777	CG17574	NM_001273997
FBgn0033777	CG17574	NM_001103823
FBgn0033777	CG17574	NM_001103822
FBgn0033777	CG17574	NM_001299435
FBgn0266726	lncRNA:CR45199	NA
FBgn0004872	piwi	NM_057527
FBgn0004872	piwi	NM_001298896
FBgn0037679	Aduk	NM_169265
FBgn0037679	Aduk	NM_141625
FBgn0032513	CG6565	NM_135800
FBgn0032513	CG6565	NM_001298963
FBgn0032513	CG6565	NM_001298962
FBgn0265268	CG18234	NM_140786
FBgn0037837	CG14693	NM_001144562
FBgn0037837	CG14693	NM_141763
FBgn0037837	CG14693	NM_001300348
FBgn0037837	CG14693	NM_001275538
FBgn0037837	CG14693	NM_206472
FBgn0033929	Tfb1	NM_001259392
FBgn0033929	Tfb1	NM_137113
FBgn0033929	Tfb1	NM_166048
FBgn0033929	Tfb1	NM_166049
FBgn0033721	CG13159	NM_136924
FBgn0040609	CG3348	NM_144004
FBgn0040609	CG3348	NM_001316499
FBgn0263380	lncRNA:CR43432	NA
FBgn0284417	lncRNA:TS20	NA
FBgn0026391	Or33b	NM_078830
FBgn0028685	Rpt4	NM_132080
FBgn0033316	Gle1	NM_136556
FBgn0264864	lncRNA:CR44055	NA
FBgn0287187	mRpS5	NM_001043186
FBgn0287187	mRpS5	NM_001043187
FBgn0287187	mRpS5	NM_001043188
FBgn0038113	CG11668	NM_141997
FBgn0033369	CG8197	NM_001299296
FBgn0033369	CG8197	NM_136601
FBgn0036104	CG6418	NM_140156
FBgn0003997	hid	NM_079412
FBgn0003997	hid	NM_001275081
FBgn0031239	CG17075	NM_001258892
FBgn0031239	CG17075	NM_134664
FBgn0058064	ARY	NM_001015363
FBgn0058064	ARY	NM_001170373
FBgn0030577	CG5334	NM_132741
FBgn0267552	asRNA:CR45892	NA
FBgn0028903	CG13243	NM_135925
FBgn0028903	CG13243	NM_001273546
FBgn0027587	CG7028	NM_001299957
FBgn0027587	CG7028	NM_001299956
FBgn0027587	CG7028	NM_001299955
FBgn0027587	CG7028	NM_001274257
FBgn0027587	CG7028	NM_138166
FBgn0033469	CG12133	NM_136696
FBgn0003741	tra	NM_001014588
FBgn0003741	tra	NM_079390
FBgn0036956	CG13813	NM_140938
FBgn0014931	CG2678	NM_141493
FBgn0014931	CG2678	NM_001260044
FBgn0001253	ImpE1	NM_168270
FBgn0001253	ImpE1	NM_001274648
FBgn0001253	ImpE1	NM_080110
FBgn0036666	TSG101	NM_079396
FBgn0267408	AOX1	NM_142218
FBgn0031654	Jon25Bii	NM_001298679
FBgn0031654	Jon25Bii	NM_135038
FBgn0250871	pot	NM_001258706
FBgn0250871	pot	NM_167313
FBgn0250871	pot	NM_132540
FBgn0263831	Gen	NM_139686
FBgn0261445	sgl	NM_057632
FBgn0000181	bic	NM_165954
FBgn0000181	bic	NM_057505
FBgn0050235	tRNA:Leu-AAG-1-3	NA
FBgn0052195	CG32195	NM_168762
FBgn0052195	CG32195	NM_001275077
FBgn0052195	CG32195	NM_001275078
FBgn0038115	CG7966	NM_141999
FBgn0022960	vimar	NM_057957
FBgn0022960	vimar	NM_206045
FBgn0053735	snmRNA:430i	NA
FBgn0038745	CG4538	NM_001300484
FBgn0038745	CG4538	NM_169880
FBgn0038745	CG4538	NM_142586
FBgn0267363	JYalpha	NM_001110622
FBgn0033401	Cog6	NM_136632
FBgn0033401	Cog6	NM_165673
FBgn0033761	CG8778	NM_136961
FBgn0262853	CR43217	NA
FBgn0038321	CG6218	NM_001275669
FBgn0038321	CG6218	NM_142191
FBgn0266538	CG45099	NM_001300529
FBgn0263594	lost	NM_141209
FBgn0083984	CG34148	NM_176531
FBgn0083984	CG34148	NM_001316610
FBgn0261580	CG42690	NM_001202052
FBgn0261580	CG42690	NM_001316429
FBgn0259199	Snup	NM_001144405
FBgn0050365	spaw	NM_001299266
FBgn0050365	spaw	NM_165602
FBgn0051162	tRNA:Ser-GCT-2-4	NA
FBgn0039378	alpha4GT2	NM_143177
FBgn0026160	tna	NM_001169942
FBgn0026160	tna	NA
FBgn0026160	tna	NM_168422
FBgn0026160	tna	NM_140155
FBgn0082940	snoRNA:Me28S-C3227a	NA
FBgn0015568	alpha-Est1	NM_079545
FBgn0267107	lncRNA:CR45547	NA
FBgn0265455	CG44355	NM_001300117
FBgn0267759	lncRNA:CR46090	NA
FBgn0030880	CG6788	NM_133026
FBgn0038881	CG16791	NM_001300512
FBgn0038881	CG16791	NM_001300514
FBgn0038881	CG16791	NM_001300513
FBgn0038881	CG16791	NM_142710
FBgn0032219	CG4995	NM_001273396
FBgn0032219	CG4995	NM_135536
FBgn0032219	CG4995	NM_164915
FBgn0032219	CG4995	NM_164914
FBgn0259139	glo	NM_169435
FBgn0259139	glo	NM_141863
FBgn0259139	glo	NM_169434
FBgn0022702	Cht2	NM_057950
FBgn0022702	Cht2	NM_001259621
FBgn0022702	Cht2	NM_001274353
FBgn0030969	Usp39	NM_133106
FBgn0036485	FucTA	NM_140497
FBgn0036485	FucTA	NM_001274943
FBgn0034483	CG16894	NM_137611
FBgn0051849	CG31849	NM_165027
FBgn0263553	mir-4913	NA
FBgn0265345	lncRNA:CR44299	NA
FBgn0003515	st	NM_079384
FBgn0035815	Snmp2	NM_001274610
FBgn0035815	Snmp2	NM_001169901
FBgn0035815	Snmp2	NM_001043128
FBgn0262739	AGO1	NM_001259385
FBgn0262739	AGO1	NM_166020
FBgn0262739	AGO1	NM_166021
FBgn0262739	AGO1	NM_079010
FBgn0263379	lncRNA:CR43431	NA
FBgn0033887	St4	NM_137074
FBgn0033887	St4	NM_001299469
FBgn0011693	Pdh	NM_001144487
FBgn0011693	Pdh	NM_079381
FBgn0011693	Pdh	NM_168659
FBgn0011693	Pdh	NM_001144488
FBgn0267159	lncRNA:CR45599	NA
FBgn0005613	Sox15	NM_079015
FBgn0262480	CG43070	NM_001299664
FBgn0262480	CG43070	NM_001259484
FBgn0011559	Acp36DE	NM_001299111
FBgn0011559	Acp36DE	NM_078870
FBgn0053852	His1:CG33852	NM_001032193
FBgn0266844	lncRNA:CR45306	NA
FBgn0038423	CG10317	NM_001144587
FBgn0038423	CG10317	NM_142282
FBgn0262417	mir-316	NA
FBgn0263971	CG43725	NM_001273445
FBgn0029999	CG1575	NM_132212
FBgn0029999	CG1575	NM_001298074
FBgn0262112	sro	NM_143468
FBgn0267597	lncRNA:CR45935	NA
FBgn0004419	me31B	NM_078809
FBgn0004419	me31B	NM_164898
FBgn0026169	snoRNA:Psi18S-1820	NA
FBgn0266732	asRNA:CR45205	NA
FBgn0040732	CG16926	NM_144107
FBgn0040732	CG16926	NM_001299687
FBgn0265182	CG44247	NM_138130
FBgn0265182	CG44247	NM_166690
FBgn0267245	lncRNA:CR45685	NA
FBgn0039258	beta4GalT7	NM_143062
FBgn0030465	CG15743	NM_132641
FBgn0030465	CG15743	NM_001272582
FBgn0030465	CG15743	NM_001298268
FBgn0031320	CG5126	NM_134740
FBgn0032100	CG13108	NM_135432
FBgn0036992	Hpd	NM_168857
FBgn0036992	Hpd	NM_140968
FBgn0036446	CG9384	NM_001274918
FBgn0036446	CG9384	NM_140463
FBgn0039415	CG6142	NM_143209
FBgn0085692	CG41561	NM_001110608
FBgn0053409	5SrRNA:CR33409	NA
FBgn0039325	CG10560	NM_143127
FBgn0037102	CRIF	NM_141076
FBgn0260635	Diap1	NM_168644
FBgn0260635	Diap1	NM_079377
FBgn0260635	Diap1	NM_001274989
FBgn0260635	Diap1	NM_168645
FBgn0260635	Diap1	NM_001274988
FBgn0260635	Diap1	NM_001274987
FBgn0262189	mir-2500	NA
FBgn0262822	lncRNA:CR43193	NA
FBgn0035046	ND-19	NM_001169825
FBgn0035046	ND-19	NM_166681
FBgn0035046	ND-19	NM_138110
FBgn0035046	ND-19	NM_166680
FBgn0264427	CG43845	NM_001347770
FBgn0264427	CG43845	NM_001347769
FBgn0264863	asRNA:CR44054	NA
FBgn0004841	TkR86C	NM_001104271
FBgn0004841	TkR86C	NM_079580
FBgn0275433	lncRNA:CR46265	NA
FBgn0034840	CG3124	NM_001299832
FBgn0034840	CG3124	NM_137930
FBgn0259869	Su(Ste):CR42438	NA
FBgn0052707	APC4	NM_001169243
FBgn0052707	APC4	NM_132294
