intron	gene	TPM	PSI	intron_position	intron_length	intron_type	ss5_maxEnt	ss3_maxEnt	contains_enhancer	upexon_length	downexon_length	three_length	ie_count_5m	ie_count_10m	ie_count_20m	ee_count_5m	ee_count_10m	ee_count_20m	halflife	halflife_error	accuracy
chr3R:20889112:20889372:+@chr3R:20889430:20889599:+	FBgn0266719	50.70105	0.01	12	58	RI	5	3.54	0	260	169	640	18	19	7	32	54	67	1.5818359375	0.0283770534315727	0.0294117647058824
chr3R:25723022:25723367:+@chr3R:25727906:25728953:+	FBgn0051038	8.450784	0.025	3	4539	CI	7.23	7.12	0	345	1047	1047	2	2	1	2	10	4	2.1921875	0.262476125771862	0.333333333333333
chr2R:2912515:2912946:+@chr2R:2914489:2914662:+	FBgn0033127	85.9151	0.075	1	1543	CI	8.34	7.19	1	431	173	1098	26	13	15	17	37	67	2.48828125	0.062124591405605	0.0526315789473684
chr3R:1047354:1048868:-@chr3R:1048972:1049087:-	FBgn0037298	85.4121	0.08	1	104	CI	9.6	3.69	0	115	1514	1514	69	76	105	5	21	58	15.325	0.366686789220567	0.0204081632653061
chr2R:13332995:13333189:-@chr2R:13333256:13333424:-	FBgn0034219	25.2975	0.04	5	67	CI	1.5	11.13	0	168	194	499	31	14	10	14	46	43	2.4421875	0.0287630473583324	0.0666666666666667
chr3R:16999561:17001355:+@chr3R:17004000:17004121:+	FBgn0264357	46.05577	0.01	3	2645	SEflanking	9.11	7.8	1	1794	121	35991	19	12	24	79	106	99	4.10859375	0.346688982905508	0.0104166666666667
chr3R:15709431:15709577:+@chr3R:15709918:15710817:+	FBgn0014006	15.06959	0.02	7	341	RI	8.57	11.24	0	146	899	1834	16	16	10	25	53	85	1.71953125	0.0452481920643372	0.032258064516129
chr3L:6252592:6253010:-@chr3L:6253081:6253536:-	FBgn0001258	114.07452	0.005	3	71	CI	8.85	10.42	0	455	418	805	38	35	26	74	212	280	1.1908203125	0.0298273444673355	0.0111111111111111
chr2L:8433013:8433272:-@chr2L:8433415:8433598:-	FBgn0001137	23.5096	0.08	1	143	CI	7.19	8.27	0	183	259	2186	24	18	30	10	19	42	6.459375	0.200096344524366	0.0625
chr2R:15370673:15370791:+@chr2R:15370854:15373191:+	FBgn0260934	78.61057	0.005	NA	63	CI	NA	NA	0	118	2337	2337	35	16	7	32	77	82	1.6171875	0.0701186201397281	NA
chr3L:4037523:4038579:-@chr3L:4038642:4038752:-	FBgn0035488	18.11769	0.015	3	63	CI	11.08	6.32	0	110	1056	1056	48	43	28	26	81	146	2.633203125	0.056760021428397	0.0294117647058824
chr2R:8083579:8083941:-@chr2R:8083995:8084461:-	FBgn0033698	15.3367	0.035	5	54	CI	7.46	9.37	0	466	362	4062	20	25	8	33	53	51	2.440625	0.0848610873585647	0.0238095238095238
chr3L:20383368:20383493:+@chr3L:20383558:20383734:+	FBgn0011205	57.77573	0.175	3	65	CI	10.06	2.67	0	125	176	1455	50	45	19	61	117	143	1.963671875	0.0370776602874054	0.015625
chr2R:13433499:13433671:+@chr2R:13433745:13433905:+	FBgn0028382	56.5752	0.04	3	74	CI	7.31	9.8	0	172	160	160	36	31	42	31	39	85	4.43671875	0.027822842811973	0.0277777777777778
chr3R:25423141:25423195:+@chr3R:25423886:25424953:+	FBgn0086361	97.24166	0.02	5	691	CI	3.53	7.59	0	54	1067	18993	21	11	8	22	38	51	4.196875	0.371946662387846	0.00909090909090909
chr3R:27225940:27226910:+@chr3R:27226973:27227735:+	FBgn0019990	17.58555	0.01	NA	63	CI	NA	NA	0	970	762	762	29	14	11	29	69	94	1.54765625	0.0286412534809545	NA
chr2R:19799200:19799391:+@chr2R:19799711:19799844:+	FBgn0261794	117.6166	0	4	320	CI	7.43	5.76	0	191	133	12878	100	70	44	36	65	75	8.709375	0.368063155057812	0.0135135135135135
chr3L:14036794:14038327:-@chr3L:14038389:14038499:-	FBgn0041161	6.4051	0.045	8	62	CI	8.72	5.37	0	110	1533	1533	4	3	2	8	17	27	1.1822265625	0.200405811166507	0.0833333333333333
chr2R:2822928:2823185:-@chr2R:2823246:2823700:-	FBgn0053558	15.72932	0.03	5	61	CI	9.73	3.51	0	454	257	10993	3	5	2	17	52	58	0.988671875	0.135344131214348	0.0526315789473684
chr2R:4800110:4800692:-@chr2R:4800938:4801075:-	FBgn0003074	60.89219	0.04	NA	246	CI	NA	NA	0	137	582	2287	36	22	34	30	56	78	3.7953125	0.125491006138001	NA
chr3R:11623020:11623516:+@chr3R:11623809:11624758:+	FBgn0262527	32.47727	0.07	NA	293	CI	NA	NA	0	496	949	4015	7	9	6	5	8	16	4.82421875	0.380683208010428	NA
chrX:6979443:6979550:-@chrX:6979652:6979987:-	FBgn0264270	75.9373	0.005	NA	102	RI	NA	NA	0	335	107	10967	10	10	5	46	88	129	1.151171875	0.0945862586735574	NA
chr3R:14487538:14488829:-@chr3R:14488892:14489053:-	FBgn0261065	32.6624	0.01	2	63	CI	9.49	3.63	0	161	1291	1986	25	14	8	40	70	96	1.3765625	0.0417453734574893	0.0212765957446809
chr2L:8942110:8942452:-@chr2L:8942509:8942655:-	FBgn0032077	47.2513	0.125	NA	57	CI	NA	NA	0	146	342	507	29	14	19	25	36	94	2.29375	0.038747914029106	NA
chr3L:5144515:5144804:-@chr3L:5144870:5145176:-	FBgn0263831	13.3198	0.02	2	66	CI	6.5	8.75	0	306	289	1855	10	8	6	7	18	22	2.9984375	0.358641615152274	0.0909090909090909
chr3L:3588042:3588080:+@chr3L:3593329:3593546:+	FBgn0005640	34.796518324212	0.03	4	5249	CI	8.14	5.82	0	38	217	17192	17	9	2	36	45	63	2.257421875	0.184488253822868	0.0697674418604651
chr2R:7875867:7876068:-@chr2R:7876128:7876292:-	FBgn0033672	49.22067	0.04	1	60	CI	9.39	2.55	0	164	201	2050	24	52	58	10	41	74	7.203125	0.112522181455233	0.0294117647058824
chr3R:1486647:1486970:+@chr3R:1487261:1487530:+	FBgn0046222	23.35292	0.135	NA	291	RI	NA	NA	0	323	269	3630	28	27	38	29	77	142	2.91953125	0.113350979796243	NA
chr3R:4390051:4390558:+@chr3R:4390620:4391954:+	FBgn0266916	22.31094	0.015	2	62	CI	4.58	5.04	0	507	1334	4350	22	17	10	39	62	75	1.958984375	0.0534213547734736	0.0192307692307692
chr2R:13648445:13648894:+@chr2R:13649634:13649793:+	FBgn0027572	23.4089	0.065	1	740	CI	8.73	6.09	0	449	159	2412	14	14	9	19	59	76	1.7080078125	0.0703128496326184	0.0416666666666667
chr2R:11913418:11913572:-@chr2R:11913640:11913785:-	FBgn0034068	53.32221	0.015	8	68	CI	8.39	3.89	0	145	154	1439	50	30	19	23	58	75	3.044921875	0.0982984871195227	0.0285714285714286
chr2R:7095750:7097362:+@chr2R:7097424:7098134:+	FBgn0003396	19.289311	0.01	2	62	CI	10.47	7	0	1612	710	7475	43	19	8	62	83	72	2.162890625	0.119810035955724	0.0123456790123457
chr3R:5830132:5830164:-@chr3R:5830378:5834358:-	FBgn0053208	11.00143	0.18	15	214	CI	8.68	7.8	0	3980	32	2888	33	31	10	4	22	23	5.5734375	0.303099046712548	1
chr3L:3039579:3039818:+@chr3L:3039927:3040469:+	FBgn0035388	65.0163	0.01	5	109	RI	10.47	8.62	0	239	542	542	19	15	11	30	67	109	1.3693359375	0.0270523285069432	0.0344827586206897
chr3R:20697521:20697875:-@chr3R:20697941:20698133:-	FBgn0039240	20.32348	0.08	9	66	CI	7.36	8.88	0	192	354	951	14	11	15	6	17	41	3.7828125	0.156306332076334	0.1
chr3R:14234341:14234992:-@chr3R:14235054:14235158:-	FBgn0051122	17.31737	0.015	3	62	CI	9.72	9.27	0	104	651	3206	5	14	1	17	56	60	1.019921875	0.0268099638147713	0.04
chr2R:6730579:6731016:-@chr2R:6735958:6736045:-	FBgn0050015	6.91605	0.105	5	4942	CI	10.47	6.35	0	87	437	4409	7	1	1	5	11	7	1.94453125	0.763068968347143	0.111111111111111
chr2R:19762448:19762617:+@chr2R:19762674:19764965:+	FBgn0011236	32.4797	0.03	2	57	CI	7.46	8.41	0	169	2291	2291	56	37	23	40	107	134	2.35859375	0.0314899640924163	0.0222222222222222
chr3L:9893523:9893796:+@chr3L:9893861:9894118:+	FBgn0036059	57.01658	0.01	4	65	CI	1.48	8.38	0	273	257	2270	15	20	18	38	62	95	2.0109375	0.0414957431719073	0.0256410256410256
chr3R:1375315:1375484:-@chr3R:1375545:1376890:-	FBgn0014342	17.85457	0.015	NA	61	CI	NA	NA	0	1345	169	1647	24	15	12	7	26	41	3.4734375	0.130631765933642	NA
chr2L:3016441:3016865:-@chr2L:3016926:3017119:-	FBgn0031489	109.0739	0.015	6	61	CI	11.08	7.9	0	193	424	424	4	7	2	17	42	79	0.6884765625	0.0133985300311127	0.05
chr2R:20279652:20280726:-@chr2R:20281011:20281037:-	FBgn0035001	91.55211	0.05	13	285	CI	7.15	6.3	0	26	1074	1074	17	24	9	19	40	46	2.57421875	0.0441273765224162	0.0454545454545455
chr3R:5084976:5085063:+@chr3R:5085354:5085425:+	FBgn0037670	39.3666	0.09	2	291	RI	8.83	7.05	0	87	71	768	7	13	8	24	32	59	1.6830078125	0.024486100317345	0.037037037037037
chr2L:1386848:1387011:-@chr2L:1387107:1387353:-	FBgn0002543	6.47688	0.035	11	96	CI	9	6.09	0	246	163	6925	14	8	1	44	67	69	0.9765625	0.0670066935926525	0.0208333333333333
chr2R:14068676:14069029:+@chr2R:14069090:14069147:+	FBgn0034314	13.16845	0.09	3	61	RI	7.62	7.59	0	353	57	934	12	8	9	9	38	53	1.900390625	0.087022828128945	0.0769230769230769
chrX:19539666:19539818:-@chrX:19539879:19540047:-	FBgn0031050	31.98494	0.01	1	61	CI	7.47	NA	0	168	152	1254	19	17	16	19	20	48	3.69921875	0.104991921411795	0.04
chrX:13890378:13890556:+@chrX:13892128:13893838:+	FBgn0000173	229.3868	0.085	1	1572	CI	7.77	NA	0	178	1710	1710	67	66	62	74	128	186	3.29921875	0.0330636880168831	0.0210526315789474
chr2R:13358072:13358391:+@chr2R:13358447:13358571:+	FBgn0022987	37.7916	0.01	NA	56	CI	NA	NA	0	319	124	4187	12	10	3	36	52	80	1.116015625	0.0354060377739545	NA
chr3L:16582120:16582272:+@chr3L:16582347:16582630:+	FBgn0002283	48.672255	0.045	2	75	RI	-0.56	3.99	0	152	283	885	109	114	88	44	107	211	4.525	0.0511113901176761	0.025
chr3R:8044454:8045136:-@chr3R:8045193:8045408:-	FBgn0037998	22.7809	0.045	1	57	CI	9.89	4.51	0	215	682	5622	16	31	15	19	40	40	4.50078125	0.225519765802901	0.0476190476190476
chr3L:11598536:11599298:-@chr3L:11599357:11599571:-	FBgn0036180	13.04667	0.025	NA	59	CI	NA	NA	0	214	762	762	11	16	11	5	18	38	3.5640625	0.0561027351061713	NA
chr2R:16500835:16500976:-@chr2R:16502011:16502438:-	FBgn0050147	8.13335	0.02	2	1035	CI	11.08	6.11	0	427	141	6590	10	4	6	7	14	19	3.6125	0.194115358922071	0.111111111111111
chr2R:18772937:18773334:-@chr2R:18773439:18773571:-	FBgn0034792	71.90513	0.06	NA	105	CI	NA	NA	0	132	397	3064	39	62	58	32	45	91	6.44375	0.105569203704647	NA
chrX:18765667:18765906:+@chrX:18765971:18766134:+	FBgn0085430	6.645115	0.09	NA	65	CI	NA	NA	0	239	163	12137	16	6	4	33	40	59	1.934765625	0.144042223544447	NA
chr3R:15726154:15727532:-@chr3R:15728563:15729411:-	FBgn0038745	27.35771	0.045	1	1031	CI	10.45	9.39	0	848	1378	4438	40	28	17	30	26	59	4.3046875	0.0935015878434879	0.032258064516129
chr2R:4824268:4824608:-@chr2R:4824663:4825006:-	FBgn0033354	12.4543	0.02	9	55	CI	3.48	2.77	0	343	340	2527	8	5	2	6	22	25	1.7140625	0.124772362168515	0.1
chrX:20083650:20085420:-@chrX:20085799:20085975:-	FBgn0052823	12.98384	0.01	NA	379	CI	NA	NA	0	176	1770	1931	11	8	10	10	4	8	10.378125	0.243246243712611	NA
chr3L:18819438:18820358:+@chr3L:18820456:18821288:+	FBgn0000261	198.021	0.01	2	98	CI	6.43	6.64	0	920	832	832	14	10	8	45	97	111	0.853515625	0.0235922647195352	0.0163934426229508
chrX:15832791:15833273:-@chrX:15834433:15834484:-	FBgn0045073	106.1022	0.05	1	1160	CI	9.25	NA	0	51	482	4745	13	13	8	123	160	211	0.60439453125	0.0230343289179923	0.0165289256198347
chr3L:19607624:19608049:-@chr3L:19608110:19609022:-	FBgn0260655	22.65952	0.03	6	61	CI	6.59	4.08	0	912	425	1522	20	12	7	14	40	39	2.214453125	0.0741845224438743	0.0303030303030303
chr2L:16823085:16823568:-@chr2L:16823640:16824499:-	FBgn0022213	65.8451	0.005	2	72	CI	11.78	6.5	0	859	483	2412	70	37	22	84	183	165	1.747265625	0.0486422503810773	0.00980392156862745
chr2R:8063242:8064223:+@chr2R:8064283:8065021:+	FBgn0010621	400.0217	0.005	2	60	CI	6.86	5.79	0	981	738	738	66	48	32	129	208	367	1.2814453125	0.0110236562035356	0.00636942675159236
chr3R:6157420:6157519:+@chr3R:6157578:6158417:+	FBgn0037809	27.7616	0.015	2	59	CI	0.7	8.23	0	99	839	839	15	7	18	15	40	85	1.93125	0.0868819531433862	0.05
chr2R:8049313:8049528:-@chr2R:8049585:8050216:-	FBgn0033688	65.2102	0.02	2	57	CI	9.65	3.61	0	631	215	7765	52	42	35	124	198	210	2.179296875	0.0623089527994038	0.00591715976331361
chr2L:4458980:4459207:-@chr2L:4459266:4459429:-	FBgn0053002	78.42986	0.005	2	59	CI	7.8	6.77	0	163	227	612	15	14	17	28	30	73	2.40703125	0.0278274507378426	0.0416666666666667
chr3L:302585:302691:+@chr3L:302749:305292:+	FBgn0264707	14.63964	0.02	NA	58	CI	NA	NA	0	106	2543	2543	55	33	18	120	236	348	1.0595703125	0.023362292529621	NA
chr2L:2970714:2971054:-@chr2L:2971117:2971194:-	FBgn0004584	56.99481	0.01	2	63	CI	8.07	7.76	0	77	340	1281	9	3	9	25	45	87	0.96904296875	0.0391182382283903	0.0303030303030303
chr2R:4985694:4985851:-@chr2R:4985908:4986030:-	FBgn0033375	26.3096	0.11	1	57	CI	6.44	5.42	0	122	157	1415	15	10	9	19	32	81	1.7232421875	0.0981744951063842	0.0434782608695652
chr3R:3729378:3729611:-@chr3R:3729676:3729846:-	FBgn0037530	85.51199	0.01	11	65	RI	2.31	6.61	0	170	233	859	33	32	25	76	136	163	1.564453125	0.0266283522969475	0.0108695652173913
chr2L:17404730:17404840:+@chr2L:17405356:17405422:+	FBgn0020503	24.96586	0.14	11	516	CI	6.17	4.28	0	110	66	4342	9	8	0	12	32	45	1.3546875	0.173900022194317	0.0769230769230769
chr3R:12268966:12269099:+@chr3R:12269150:12270526:+	FBgn0038429	16.54587	0.085	NA	51	CI	NA	NA	0	133	1376	1582	5	11	6	3	12	47	2.74609375	0.165870514604065	NA
chr2L:21672290:21672469:-@chr2L:21672857:21673272:-	FBgn0032957	17.86084	0.015	2	388	CI	6.93	4.8	0	415	179	8663	33	38	43	46	88	144	3.80703125	0.120796173344985	0.0188679245283019
chr2L:10485538:10485790:-@chr2L:10485855:10486081:-	FBgn0032258	52.227	0.01	7	65	CI	10.57	9.53	0	226	252	252	61	96	96	74	144	154	4.959375	0.017826467172652	0.0116279069767442
chr3L:8110696:8111193:+@chr3L:8111257:8111433:+	FBgn0026252	142.053	0.04	3	64	CI	10.27	3.68	0	497	176	3422	33	21	22	70	131	187	1.484375	0.0347972848585726	0.0206185567010309
chrX:5656134:5656714:-@chrX:5658127:5658236:-	FBgn0013987	285.5627	0.055	1	1413	CI	8.88	NA	0	109	580	2773	67	65	52	127	253	382	1.7568359375	0.0274955175580601	0.00558659217877095
chr3L:16056986:16057099:+@chr3L:16057327:16057417:+	FBgn0005536	41.9940862	0.03	6	228	CI	10.44	5.26	0	113	90	17799	3	1	3	50	81	92	0.5146484375	1.29318761843061	0.037037037037037
chr3L:19795091:19795214:+@chr3L:19795266:19795374:+	FBgn0260874	27.24778	0.14	4	52	RI	4.94	-1.79	0	123	108	1261	28	38	26	14	20	45	6.115625	0.126512255330058	0.0666666666666667
chr3R:25635011:25635543:+@chr3R:25635615:25635925:+	FBgn0000247	22.88385	0.03	4	72	RI	7.77	6.65	0	532	310	5154	68	54	41	134	168	196	2.480859375	0.0608010318646234	0.00675675675675676
chr3R:9523557:9523760:-@chr3R:9523813:9524003:-	FBgn0028487	8.561469	0.1	5	53	RI	8.54	0.12	0	190	203	2775	9	14	7	6	14	24	3.97265625	0.268434842261452	0.142857142857143
chr2R:5456490:5457661:-@chr2R:5457719:5460288:-	FBgn0085436	64.99224	0.015	7	58	CI	9.16	5.58	0	2569	1171	4010	27	19	4	70	128	108	1.0556640625	0.0439864487250445	0.0121951219512195
chr2R:13461126:13461219:+@chr2R:13461289:13461369:+	FBgn0016701	128.954	0.015	2	70	CI	5.98	2.72	0	93	80	1195	36	31	36	78	151	241	1.5296875	0.0131306566431465	0.01
chr3R:11060957:11061469:-@chr3R:11061522:11061681:-	FBgn0045035	17.3527	0.02	21	53	CI	10.57	4.44	0	159	512	3535	8	13	1	20	25	43	1.5953125	0.0744108898146197	0.037037037037037
chr3R:3829698:3829900:+@chr3R:3829960:3830369:+	FBgn0037536	30.94245	0.005	NA	60	CI	NA	NA	0	202	409	1795	9	6	5	14	41	49	1.34375	0.0506515270167406	NA
chr3R:22786786:22788173:-@chr3R:22788880:22789242:-	FBgn0039465	49.06402	0.08	3	707	CI	8.73	11.09	0	362	1387	1387	28	29	20	15	23	43	5.028125	0.125071702525269	0.0526315789473684
chr2L:5204836:5204903:+@chr2L:5205104:5205389:+	FBgn0261836	14.06898	0.01	28	201	SEflanking	4.06	3.54	0	67	285	1898	6	3	2	10	16	35	1.212109375	0.0484508383922563	0.0833333333333333
chrX:9147950:9148072:+@chrX:9148146:9148957:+	FBgn0030114	6.815139	0.035	NA	74	CI	NA	NA	0	122	811	1840	3	5	4	6	6	14	3.3125	0.123579610365945	NA
chrX:16574122:16574334:-@chrX:16574397:16574573:-	FBgn0000152	14.5508	0.045	7	63	CI	4.82	NA	0	176	212	212	16	16	11	13	30	59	2.39375	0.0381265308510534	0.0666666666666667
chr3R:15464623:15464691:-@chr3R:15464748:15465135:-	FBgn0038721	18.70938	0.035	2	57	CI	11	7.07	0	387	68	5551	8	6	3	42	55	61	0.88984375	0.0450081259843419	0.0196078431372549
chr2R:588445:588766:-@chr2R:599319:599550:-	FBgn0026401	64.5597	0.175	11	10553	SEflanking	9.26	8.36	0	231	321	9589	16	19	5	68	145	152	1.133984375	0.0554451485391444	0.0112359550561798
chr2R:19259628:19259699:-@chr2R:19259766:19263476:-	FBgn0034854	28.4066	0.025	5	67	RI	10.1	11.34	0	3710	71	816	21	19	7	22	64	68	1.6421875	0.038507917594633	0.0384615384615385
chr2L:10437548:10437961:+@chr2L:10438041:10438239:+	FBgn0027052	53.2852	0.035	1	80	CI	5.3	3.71	0	413	198	1199	12	22	18	22	54	72	2.464453125	0.0364502467315282	0.0238095238095238
chr3L:22732756:22733552:-@chr3L:22733619:22734488:-	FBgn0010830	19.8026	0.025	1	67	CI	11.81	8.98	0	869	796	1850	33	48	34	19	70	131	3.32109375	0.0645752604371455	0.0476190476190476
chr3R:26249696:26249767:+@chr3R:26249823:26250278:+	FBgn0039765	49.1292	0.01	1	56	CI	10.13	2.63	1	71	455	455	7	1	2	12	12	39	0.8552734375	0.0355601616366088	0.0714285714285714
chr2L:10399768:10400679:+@chr2L:10400735:10400869:+	FBgn0051716	64.05632	0.01	7	56	RI	8.35	9.21	0	911	134	2471	30	21	4	105	249	228	0.636328125	0.0124593965380792	0.00793650793650794
chr2R:12477023:12477265:-@chr2R:12477322:12477579:-	FBgn0034142	36.7076	0.02	5	57	CI	2.37	5.5	0	257	242	242	9	2	4	5	29	37	1.325	0.0566163591459074	0.125
chr2L:4393502:4393715:-@chr2L:4393773:4393876:-	FBgn0031600	72.8411	0.02	1	58	CI	7.77	5.4	0	103	213	945	45	24	33	64	108	184	1.79609375	0.0296301143218063	0.0126582278481013
chr3R:27612490:27612749:+@chr3R:27612869:27613460:+	FBgn0005632	39.22958	0.015	15	120	CI	8.05	9.94	0	259	591	3534	20	10	8	49	57	74	1.434765625	0.0431616762632264	0.0212765957446809
chrX:152015:152113:+@chrX:152175:152502:+	FBgn0000316	46.9678	0.05	6	62	CI	7.47	8.9	0	98	327	327	28	18	8	23	34	49	2.28046875	0.0176938345401609	0.04
chr2R:16879781:16879977:-@chr2R:16880042:16880219:-	FBgn0034569	31.1431	0.005	5	65	CI	8.54	9.04	0	177	196	196	4	12	4	14	37	88	1.061328125	0.0229619267046423	0.0588235294117647
chr3L:3598360:3598621:+@chr3L:3600013:3600225:+	FBgn0005640	34.796518324212	0.06	8	1392	CI	9.6	4.72	0	261	212	10508	23	14	3	15	40	70	2.8578125	0.232200327707564	0.0454545454545455
chr3R:5071130:5071316:-@chr3R:5071378:5071591:-	FBgn0260935	9.670101	0.1	1	62	CI	10.08	3.14	0	213	186	4837	21	29	21	35	74	97	2.69921875	0.0643536031938548	0.0172413793103448
chr3L:20381769:20381947:+@chr3L:20383016:20383308:+	FBgn0011205	57.77573	0.05	NA	1069	RI	NA	NA	0	178	292	1997	66	45	53	38	72	120	4.3046875	0.0776360131104375	NA
chr2L:19494560:19496869:+@chr2L:19496961:19497089:+	FBgn0002044	50.64665	0.025	NA	92	CI	NA	NA	0	2309	128	1017	68	33	31	76	172	221	1.62890625	0.0174148595623816	NA
chr2R:15555033:15555791:-@chr2R:15555859:15555983:-	FBgn0015949	68.12462	0.065	2	68	CI	8.83	9.66	0	124	758	4367	22	14	11	116	154	227	0.784765625	0.0349545719880044	0.00680272108843537
chr3R:27878203:27878699:+@chr3R:27878968:27879277:+	FBgn0002780	313.38595	0.02	NA	269	RI	NA	NA	0	496	309	1728	74	59	57	140	245	367	1.716015625	0.0263163894674154	NA
chr3R:24551326:24551463:+@chr3R:24551673:24551935:+	FBgn0027655	8.85937	0.045	24	210	CI	10.86	8.26	0	137	262	8738	11	2	1	10	23	35	1.729296875	0.784193294666259	0.0769230769230769
chr3R:18370840:18371192:-@chr3R:18371407:18371505:-	FBgn0038984	71.09125	0.005	3	215	SEflanking	10.22	11.86	0	98	352	1777	15	12	14	46	65	109	1.345703125	0.0362152658139228	0.02
chrX:3379683:3380054:+@chrX:3380346:3381563:+	FBgn0029666	25.70898	0.065	NA	292	CI	NA	NA	0	371	1217	4602	3	9	10	5	1	40	5.36875	0.185662874923879	NA
chr3R:26707514:26708649:-@chr3R:26708705:26708793:-	FBgn0039809	16.467	0.06	2	56	CI	8.59	7.35	0	88	1135	1135	17	16	5	5	15	18	3.7921875	0.097464186130727	0.142857142857143
chr2R:5914344:5915148:+@chr2R:5915213:5916003:+	FBgn0033473	36.0447	0.03	1	65	CI	5.59	7.51	0	804	790	2960	33	26	25	28	53	134	2.716796875	0.0763154585120165	0.0285714285714286
chr2R:12940774:12940923:+@chr2R:12940990:12941360:+	FBgn0034184	35.60568	0.015	5	67	CI	9.6	9.63	0	149	370	370	6	8	4	20	53	85	0.80234375	0.0205831767705608	0.0344827586206897
chr2R:11935153:11935427:+@chr2R:11935489:11935571:+	FBgn0034071	27.4655	0.015	1	62	CI	9.8	9.4	0	274	82	12851	16	7	4	41	59	72	1.6771484375	0.144587052853513	0.025
chrX:8973279:8974463:-@chrX:8974528:8974831:-	FBgn0030081	16.0631	0.01	2	65	CI	6.32	NA	0	303	1184	1607	5	11	5	20	21	31	2.03515625	0.0498350219100262	0.04
chr3R:13470679:13470804:+@chr3R:13470873:13470984:+	FBgn0262794	59.47557	0.015	NA	69	CI	NA	NA	1	125	111	111	7	5	3	21	19	29	1.2625	0.0222223824919113	NA
chrX:17030611:17031429:-@chrX:17031722:17031954:-	FBgn0002709	14.929512	0.02	8	293	CI	10.15	NA	0	232	818	1411	12	6	5	14	19	30	2.02265625	0.0603195672953922	0.0526315789473684
chrX:21216647:21216979:+@chrX:21217349:21217885:+	FBgn0015379	58.6707	0.02	2	370	CI	9.81	NA	0	332	536	536	22	16	16	11	42	58	2.7875	0.0522549418941926	0.0769230769230769
chr3L:16112792:16112917:+@chr3L:16113014:16114751:+	FBgn0010280	49.10018	0.03	NA	97	CI	NA	NA	0	125	1737	1737	23	19	11	15	23	46	3.310546875	0.0925530871850455	NA
chrX:10675026:10676128:-@chrX:10676206:10676333:-	FBgn0003360	876.12309	0.045	3	78	CI	9.22	NA	0	127	1102	1202	189	135	91	372	577	855	1.415625	0.00811491511543584	0.00229357798165138
chrX:4596468:4596624:+@chrX:4596857:4596925:+	FBgn0028325	73.29944	0.16	2	233	RI	7.99	NA	1	156	68	2441	15	36	42	14	31	55	6.825	0.200342876255699	0.0277777777777778
chr2R:8216969:8217195:+@chr2R:8217255:8218485:+	FBgn0264560	26.07734	0.005	6	60	CI	10.65	6.99	0	226	1230	4110	40	22	19	97	113	146	1.631640625	0.0269282670194378	0.00746268656716418
chr3R:18288177:18288501:+@chr3R:18288570:18289008:+	FBgn0263351	85.58009	0.015	NA	69	CI	NA	NA	0	324	438	1755	74	59	40	79	111	186	2.6921875	0.024756162208111	NA
chr3R:7836745:7836844:+@chr3R:7836905:7839981:+	FBgn0037979	15.7286	0.015	2	61	CI	11.01	6.57	0	99	3076	3876	24	18	10	24	53	54	2.517578125	0.0833760571632805	0.0333333333333333
chr3L:1546092:1546306:+@chr3L:1550714:1551288:+	FBgn0041342	109.9207	0.11	1	4408	CI	9.72	9.52	3	214	574	2790	120	79	104	139	274	419	2.540625	0.0338582729881426	0.0104712041884817
chr2R:6320780:6320970:+@chr2R:6321047:6321228:+	FBgn0262114	45.8321	0.015	4	77	CI	9.74	8.74	0	190	181	3039	10	8	3	39	84	94	0.72978515625	0.0399822068376268	0.0178571428571429
chr2R:19921748:19921955:+@chr2R:19922211:19924230:+	FBgn0034962	51.41436	0.02	1	256	CI	7.76	10.91	0	207	2019	2019	48	36	31	37	82	118	2.9328125	0.0666583882596101	0.0172413793103448
chr2R:13405989:13406200:+@chr2R:13406258:13406532:+	FBgn0034232	94.1853	0.01	2	58	CI	9.54	7.53	0	211	274	274	20	20	23	18	47	95	2.52109375	0.0482183452245018	0.0454545454545455
chr2R:13300344:13300548:+@chr2R:13300607:13301274:+	FBgn0016697	199.427	0.005	NA	59	CI	NA	NA	0	204	667	667	41	32	42	51	83	152	2.60546875	0.0331292837000223	NA
chr2L:3450358:3451243:+@chr2L:3451301:3451453:+	FBgn0031534	66.1935	0.005	3	58	RI	10.03	7.65	0	885	152	805	3	5	5	7	12	9	4.0609375	0.11579368589731	0.0476190476190476
chr2R:10142334:10142912:-@chr2R:10143174:10143220:-	FBgn0001220	311.737286	0.005	2	262	CI	10.08	12.48	0	46	578	2809	62	62	60	97	169	235	2.638671875	0.0406704848534677	0.00862068965517241
chr2R:3858279:3858687:-@chr2R:3858749:3859069:-	FBgn0033244	33.40769	0.01	NA	62	CI	NA	NA	0	320	408	3053	50	31	21	69	137	209	1.6626953125	0.0369498122927874	NA
chr3R:18612728:18614239:+@chr3R:18614301:18614490:+	FBgn0039026	28.74224	0.015	3	62	CI	10.13	8.23	0	1511	189	5451	28	14	5	73	94	109	1.197265625	0.0374465221981906	0.0106382978723404
chr3R:1314866:1314995:+@chr3R:1315089:1315211:+	FBgn0051550	48.41888	0.025	3	94	RI	10.47	9.28	0	129	122	122	12	5	8	9	10	29	2.834375	0.0553579929050198	0.1
chr2R:9751742:9753000:-@chr2R:9753566:9753631:-	FBgn0013733	18.98306	0.04	29	566	CI	6.84	7.53	0	65	1258	1258	9	9	8	12	28	28	2.57890625	0.0873626017750764	0.0588235294117647
