study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_name	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy	sample_title
PRJEB12982	SAMEA3892034	ERS1079168	ERX1512965	ERR1442588	7955	Danio rerio	Illumina HiSeq 2500	16564943	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442588/ERR1442588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442588/ERR1442588_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442588/ERR1442588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442588/ERR1442588_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#28.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#28.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#28.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#28.cram.crai	ZMP_phenotype_120_C
PRJEB12982	SAMEA3892035	ERS1079169	ERX1512966	ERR1442589	7955	Danio rerio	Illumina HiSeq 2500	16564955	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442589/ERR1442589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442589/ERR1442589_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442589/ERR1442589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442589/ERR1442589_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#29.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#29.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#29.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#29.cram.crai	ZMP_phenotype_120_D
PRJEB12982	SAMEA3892036	ERS1079170	ERX1512967	ERR1442590	7955	Danio rerio	Illumina HiSeq 2500	16564967	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442590/ERR1442590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442590/ERR1442590_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442590/ERR1442590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442590/ERR1442590_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#30.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#30.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#30.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#30.cram.crai	ZMP_phenotype_120_E
PRJEB12982	SAMEA3892037	ERS1079171	ERX1512968	ERR1442591	7955	Danio rerio	Illumina HiSeq 2500	16564979	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442591/ERR1442591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442591/ERR1442591_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442591/ERR1442591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442591/ERR1442591_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#31.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#31.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#31.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#31.cram.crai	ZMP_phenotype_121_A
PRJEB12982	SAMEA3892038	ERS1079172	ERX1512969	ERR1442592	7955	Danio rerio	Illumina HiSeq 2500	16564991	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442592/ERR1442592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442592/ERR1442592_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442592/ERR1442592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442592/ERR1442592_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#32.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#32.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#32.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#32.cram.crai	ZMP_phenotype_121_B
PRJEB12982	SAMEA3892040	ERS1079174	ERX1512970	ERR1442593	7955	Danio rerio	Illumina HiSeq 2500	16564908	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442593/ERR1442593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442593/ERR1442593_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442593/ERR1442593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442593/ERR1442593_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#33.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#33.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#33.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#33.cram.crai	ZMP_phenotype_121_C
PRJEB12982	SAMEA3892041	ERS1079175	ERX1512971	ERR1442594	7955	Danio rerio	Illumina HiSeq 2500	16564920	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442594/ERR1442594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442594/ERR1442594_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442594/ERR1442594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442594/ERR1442594_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#34.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#34.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#34.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#34.cram.crai	ZMP_phenotype_121_D
PRJEB12982	SAMEA3892042	ERS1079176	ERX1512972	ERR1442595	7955	Danio rerio	Illumina HiSeq 2500	16564932	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442595/ERR1442595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442595/ERR1442595_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442595/ERR1442595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442595/ERR1442595_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#35.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#35.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#35.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#35.cram.crai	ZMP_phenotype_121_E
PRJEB12982	SAMEA3892044	ERS1079178	ERX1512973	ERR1442596	7955	Danio rerio	Illumina HiSeq 2500	16564944	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442596/ERR1442596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442596/ERR1442596_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442596/ERR1442596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442596/ERR1442596_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#36.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#36.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#36.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#36.cram.crai	ZMP_phenotype_122_A
PRJEB12982	SAMEA3892045	ERS1079179	ERX1512974	ERR1442597	7955	Danio rerio	Illumina HiSeq 2500	16564956	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442597/ERR1442597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442597/ERR1442597_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442597/ERR1442597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442597/ERR1442597_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#37.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#37.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#37.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#37.cram.crai	ZMP_phenotype_122_B
PRJEB12982	SAMEA3892046	ERS1079180	ERX1512975	ERR1442598	7955	Danio rerio	Illumina HiSeq 2500	16564968	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442598/ERR1442598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442598/ERR1442598_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442598/ERR1442598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442598/ERR1442598_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#38.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#38.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#38.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#38.cram.crai	ZMP_phenotype_122_C
PRJEB12982	SAMEA3892047	ERS1079181	ERX1512976	ERR1442599	7955	Danio rerio	Illumina HiSeq 2500	16564980	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442599/ERR1442599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442599/ERR1442599_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442599/ERR1442599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442599/ERR1442599_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#39.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#39.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#39.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#39.cram.crai	ZMP_phenotype_122_D
PRJEB12982	SAMEA3892049	ERS1079183	ERX1512977	ERR1442600	7955	Danio rerio	Illumina HiSeq 2500	16564992	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442600/ERR1442600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442600/ERR1442600_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442600/ERR1442600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442600/ERR1442600_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#40.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#40.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#40.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#40.cram.crai	ZMP_phenotype_122_F
PRJEB12982	SAMEA3892050	ERS1079184	ERX1512978	ERR1442601	7955	Danio rerio	Illumina HiSeq 2500	16564909	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442601/ERR1442601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442601/ERR1442601_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442601/ERR1442601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442601/ERR1442601_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#41.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#41.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#41.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#41.cram.crai	ZMP_phenotype_123_B
PRJEB12982	SAMEA3892051	ERS1079185	ERX1512979	ERR1442602	7955	Danio rerio	Illumina HiSeq 2500	16564921	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442602/ERR1442602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442602/ERR1442602_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442602/ERR1442602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442602/ERR1442602_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#42.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#42.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#42.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#42.cram.crai	ZMP_phenotype_123_C
PRJEB12982	SAMEA3892052	ERS1079186	ERX1512980	ERR1442603	7955	Danio rerio	Illumina HiSeq 2500	16564933	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442603/ERR1442603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442603/ERR1442603_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442603/ERR1442603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442603/ERR1442603_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#43.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#43.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#43.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#43.cram.crai	ZMP_phenotype_123_D
PRJEB12982	SAMEA3892054	ERS1079188	ERX1512981	ERR1442604	7955	Danio rerio	Illumina HiSeq 2500	16564945	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442604/ERR1442604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442604/ERR1442604_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442604/ERR1442604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442604/ERR1442604_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#44.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#44.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#44.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#44.cram.crai	ZMP_phenotype_123_F
PRJEB12982	SAMEA3892055	ERS1079189	ERX1512982	ERR1442605	7955	Danio rerio	Illumina HiSeq 2500	16564957	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442605/ERR1442605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442605/ERR1442605_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442605/ERR1442605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442605/ERR1442605_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#45.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#45.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#45.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#45.cram.crai	ZMP_phenotype_123_G
PRJEB12982	SAMEA3892056	ERS1079190	ERX1512983	ERR1442606	7955	Danio rerio	Illumina HiSeq 2500	16564969	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442606/ERR1442606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442606/ERR1442606_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442606/ERR1442606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442606/ERR1442606_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#46.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#46.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#46.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#46.cram.crai	ZMP_phenotype_124_B
PRJEB12982	SAMEA3892057	ERS1079191	ERX1512984	ERR1442607	7955	Danio rerio	Illumina HiSeq 2500	16564981	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442607/ERR1442607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442607/ERR1442607_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442607/ERR1442607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442607/ERR1442607_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#47.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#47.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#47.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#47.cram.crai	ZMP_phenotype_124_C
PRJEB12982	SAMEA3892058	ERS1079192	ERX1512985	ERR1442608	7955	Danio rerio	Illumina HiSeq 2500	16564993	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442608/ERR1442608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442608/ERR1442608_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442608/ERR1442608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442608/ERR1442608_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#48.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#48.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#48.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#48.cram.crai	ZMP_phenotype_124_D
PRJEB12982	SAMEA3892060	ERS1079194	ERX1512986	ERR1442609	7955	Danio rerio	Illumina HiSeq 2500	16564910	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442609/ERR1442609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442609/ERR1442609_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442609/ERR1442609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442609/ERR1442609_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#49.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#49.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#49.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#49.cram.crai	ZMP_phenotype_124_E
PRJEB12982	SAMEA3892061	ERS1079195	ERX1512987	ERR1442610	7955	Danio rerio	Illumina HiSeq 2500	16564922	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442610/ERR1442610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442610/ERR1442610_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442610/ERR1442610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442610/ERR1442610_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#50.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#50.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#50.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#50.cram.crai	ZMP_phenotype_124_F
PRJEB12982	SAMEA3892063	ERS1079197	ERX1512988	ERR1442611	7955	Danio rerio	Illumina HiSeq 2500	16564934	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442611/ERR1442611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442611/ERR1442611_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442611/ERR1442611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442611/ERR1442611_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#51.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#51.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#51.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#51.cram.crai	ZMP_phenotype_125_B
PRJEB12982	SAMEA3892064	ERS1079198	ERX1512989	ERR1442612	7955	Danio rerio	Illumina HiSeq 2500	16564946	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442612/ERR1442612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442612/ERR1442612_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442612/ERR1442612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442612/ERR1442612_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#52.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#52.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#52.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#52.cram.crai	ZMP_phenotype_125_C
PRJEB12982	SAMEA3892065	ERS1079199	ERX1512990	ERR1442613	7955	Danio rerio	Illumina HiSeq 2500	16564958	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442613/ERR1442613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442613/ERR1442613_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442613/ERR1442613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442613/ERR1442613_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#53.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#53.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#53.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#53.cram.crai	ZMP_phenotype_125_D
PRJEB12982	SAMEA3892066	ERS1079200	ERX1512991	ERR1442614	7955	Danio rerio	Illumina HiSeq 2500	16564970	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442614/ERR1442614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442614/ERR1442614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442614/ERR1442614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442614/ERR1442614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#54.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#54.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#54.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#54.cram.crai	ZMP_phenotype_125_E
PRJEB12982	SAMEA3892067	ERS1079201	ERX1512992	ERR1442615	7955	Danio rerio	Illumina HiSeq 2500	16564982	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442615/ERR1442615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442615/ERR1442615_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442615/ERR1442615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442615/ERR1442615_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#55.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#55.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#55.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19850_1#55.cram.crai	ZMP_phenotype_125_F
